Security,Block,Prev_Quality,New_Quality,Quality_Loss,Future_Return,Event_Type,Quality_Jump,Forward_Window
FMCC,21,407.42804,242.6529,164.77515,-42.04204,DROP,,250
FMCC,22,242.6529,224.22049,18.432404,-20.265778,DROP,,250
FMCC,23,224.22049,-0.89745444,225.11795,-11.33005,DROP,,250
FNMA,8,1358.0681,32.029816,1326.0383,-41.63701,DROP,,250
FNMA,13,211.64644,-16.754559,228.401,64.02439,DROP,,250
FNMA,20,430.1131,407.42804,22.685059,-6.1904707,DROP,,250
FNMA,21,407.42804,242.6529,164.77515,-42.045456,DROP,,250
FNMA,22,242.6529,224.22049,18.432404,-22.683706,DROP,,250
FNMA,23,224.22049,-0.89745444,225.11795,-17.410713,DROP,,250
FSLR,4,8138.9272,49.69741,8089.23,-25.800606,DROP,,250
FSLR,11,99.399704,53.14425,46.255455,1.4273583,DROP,,250
FSLR,22,234.90392,-13.834119,248.73804,79.27038,DROP,,250
FSLR,29,259.59738,55.514576,204.08281,-11.244646,DROP,,250
FSLR,33,90.26451,-10.153942,100.41846,194.22592,DROP,,250
FUWAY,6,177.98384,104.19104,73.7928,101.603905,DROP,,250
FUWAY,8,506.18167,61.21037,444.9713,48.352234,DROP,,250
FUWAY,28,2495.2405,36.01526,2459.225,-24.608503,DROP,,250
FUWAY,30,112.660515,53.73303,58.927486,-34.4,DROP,,250
GFTRF,5,942.5361,-2.2494774,944.7855,500.0,DROP,,250
GFTRF,11,264.82492,18.1117,246.71323,100.0,DROP,,250
GFTRF,15,203.4876,40.9671,162.5205,-73.333336,DROP,,250
GFTRF,26,821.76587,629.88794,191.87793,-59.81229,DROP,,250
GFTRF,29,3568.0444,0.75364774,3567.2908,-70.6422,DROP,,250
GMGSF,6,335.4937,48.088055,287.40567,24.150938,DROP,,250
GMGSF,11,112.632195,98.476074,14.15612,8.858664,DROP,,250
GMGSF,12,98.476074,42.52522,55.950855,19.999996,DROP,,250
GMGSF,16,458.74832,82.84209,375.90625,44.703957,DROP,,250
GMGSF,18,106.66964,85.256454,21.413185,15.114098,DROP,,250
GMGSF,20,2676668.5,37.571854,2676631.0,14.265277,DROP,,250
GMGSF,23,327.14758,142.26,184.88759,19.402985,DROP,,250
GMGSF,24,142.26,-32.947063,175.20706,75.586845,DROP,,250
GMGSF,29,115.155136,25.710823,89.44431,-12.165773,DROP,,250
GMGSF,31,92.665085,45.553196,47.11189,-29.840258,DROP,,250
IMNN,15,176.3955,-1.6119537,178.00745,-37.362637,DROP,,250
IMNN,26,952.1988,5.998952,946.1998,31.88405,DROP,,250
IMNN,28,108.53158,-41.548275,150.07985,-81.8217,DROP,,250
IMNN,31,682.17236,-11.171819,693.3442,-87.6923,DROP,,250
INM,9,529.4257,56.64551,472.7802,143.20987,DROP,,250
INM,12,1564.6357,17.514597,1547.1211,-76.52582,DROP,,250
INM,14,267.4922,203.4876,64.00459,-58.629436,DROP,,250
INM,15,203.4876,52.905704,150.5819,-65.85366,DROP,,250
IPUB,6,226.25578,3.292205,222.96358,14.999998,DROP,,250
IPUB,11,140.86037,-0.5714411,141.43181,-54.34783,DROP,,250
IPUB,13,209.67865,-26.053028,235.73167,-3.8461561,DROP,,250
IPUB,22,1229.7285,128.29305,1101.4354,6462.5,DROP,,250
IPUB,23,128.29305,0.22722816,128.06581,3337.9312,DROP,,250
IPUB,26,1017.40735,919.4364,97.97095,-97.69231,DROP,,250
IPUB,27,919.4364,437.4284,482.008,-94.333336,DROP,,250
IPUB,28,437.4284,209.34744,228.08096,-97.893684,DROP,,250
IPUB,29,209.34744,-4.1503267,213.49777,-95.48387,DROP,,250
KURRY,8,117.62645,64.25567,53.37078,12.349534,DROP,,250
KURRY,11,138.28735,50.396713,87.89064,-24.678532,DROP,,250
LUVU,8,194.59073,11.862717,182.72801,-25.0,DROP,,250
LUVU,16,987.8947,-6.8822784,994.777,-60.000004,DROP,,250
LUVU,25,28591.72,898.3931,27693.328,191.66666,DROP,,250
LUVU,27,1120.6052,944.4618,176.14343,222.22221,DROP,,250
LUVU,28,944.4618,20.46981,923.992,23.076925,DROP,,250
LUVU,31,2704.375,557.1621,2147.213,-73.52941,DROP,,250
LUVU,32,557.1621,145.90361,411.25848,-37.93103,DROP,,250
LUVU,33,145.90361,-9.126841,155.03046,6.250004,DROP,,250
MTTRY,10,116.61058,11.447238,105.163345,-74.354836,DROP,,250
MTTRY,29,106.48492,78.021126,28.46379,-27.826086,DROP,,250
PUTKY,8,417.55655,61.21037,356.3462,36.575882,DROP,,250
PUTKY,10,174.4832,159.0068,15.476395,12.850204,DROP,,250
PUTKY,11,159.0068,138.54678,20.460022,-10.636939,DROP,,250
PUTKY,14,12704.123,33.414318,12670.709,-25.722775,DROP,,250
PUTKY,28,850.0282,115.155136,734.87305,10.849059,DROP,,250
PUTKY,29,115.155136,78.021126,37.13401,41.014584,DROP,,250
PUTKY,31,384.46756,-19.189838,403.6574,17.138937,DROP,,250
PUTKY,36,184.19604,103.19481,81.001236,-19.116964,DROP,,250
PUTKY,37,103.19481,62.246113,40.948696,-18.093273,DROP,,250
R,7,270.1977,84.02807,186.16962,11.705375,DROP,,250
R,29,146.15318,112.53128,33.621902,-1.4723203,DROP,,250
R,30,112.53128,63.074585,49.456696,-0.80310255,DROP,,250
REEMF,9,449.74017,218.8112,230.92897,0.0,DROP,,250
REEMF,10,218.8112,49.174225,169.63698,27.272728,DROP,,250
REEMF,15,176.3955,-34.48925,210.88474,221.42856,DROP,,250
REEMF,22,696.40015,571.67175,124.72839,16.470585,DROP,,250
REEMF,24,812.8251,31.65729,781.1678,92.22223,DROP,,250
REEMF,26,98.21302,-11.151859,109.36488,195.94595,DROP,,250
REEMF,30,1889.6946,544.54504,1345.1495,-59.064323,DROP,,250
REEMF,31,544.54504,149.50198,395.04306,-79.908676,DROP,,250
REEMF,32,149.50198,-33.675293,183.17728,-62.385326,DROP,,250
ROSGQ,25,317.02136,171.19691,145.82445,149.99997,DROP,,250
ROSGQ,26,171.19691,134.10596,37.090958,-96.721306,DROP,,250
ROSGQ,27,134.10596,6.281163,127.82479,-99.333336,DROP,,250
ROSGQ,29,1420.0431,366.16132,1053.8818,-99.53846,DROP,,250
ROSGQ,30,366.16132,186.23767,179.92365,-99.35484,DROP,,250
ROSGQ,31,186.23767,-23.52376,209.76143,-50.0,DROP,,250
SLNO,16,458.74832,185.67459,273.07373,-17.105263,DROP,,250
SLNO,17,185.67459,23.15553,162.51906,68.571434,DROP,,250
SPWRQ,11,99.399704,1.5436047,97.8561,4.5112896,DROP,,250
SPWRQ,13,209.25763,57.712517,151.5451,-9.052925,DROP,,250
SPWRQ,23,207.47612,0.22722816,207.24889,546.7271,DROP,,250
SPWRQ,29,446.09967,82.74931,363.35034,-31.47105,DROP,,250
TRFE,11,99.399704,50.396713,49.00299,290.0,DROP,,250
TRFE,13,209.67865,136.49863,73.18002,500.0,DROP,,250
TRFE,14,136.49863,-3.9796448,140.47827,400.0,DROP,,250
TRFE,16,686.68634,321.21103,365.4753,-20.512821,DROP,,250
TRFE,17,321.21103,92.11844,229.09259,-31.25,DROP,,250
TRFE,18,92.11844,75.43454,16.683899,-62.5,DROP,,250
TRFE,27,629.88794,545.3434,84.544556,-9.090909,DROP,,250
TRFE,29,865.0091,111.85367,753.1554,-85.71429,DROP,,250
TRFE,31,20922.418,2800.567,18121.852,-87.80488,DROP,,250
TRFE,32,2800.567,27.361506,2773.2053,-86.25,DROP,,250
TY,8,158.39662,40.305313,118.09131,17.624191,DROP,,250
TY,12,94.99096,46.976154,48.014805,-13.548624,DROP,,250
TY,29,112.456955,68.54434,43.912613,-16.162516,DROP,,250
TY,31,104.321365,49.090134,55.23123,-21.806946,DROP,,250
VLERF,4,148.53072,136.57372,11.957001,-31.751415,DROP,,250
VLERF,6,226.25578,51.58104,174.67474,-45.581398,DROP,,250
VLERF,13,448.0178,129.3293,318.68848,-46.909885,DROP,,250
VLERF,14,129.3293,97.80186,31.527443,-47.761192,DROP,,250
VLERF,16,474.67862,-35.04495,509.72357,-45.28846,DROP,,250
VLERF,29,221.46436,124.73766,96.72669,-2.5062633,DROP,,250
VLERF,30,124.73766,53.73303,71.00464,-3.7433152,DROP,,250
VLERF,36,422.17523,-1.3715836,423.5468,500.2604,DROP,,250
AA,7,8337.451,31.393555,8306.058,86.853966,DROP,,250
AA,9,333.9126,185.91788,147.99472,47.73069,DROP,,250
AA,10,185.91788,33.904247,152.01363,7.9332976,DROP,,250
AA,14,100.797745,35.85602,64.94173,-52.71618,DROP,,250
AA,28,387.01468,42.648758,344.3659,191.14857,DROP,,250
AA,33,110.73981,73.04309,37.696716,-35.227413,DROP,,250
AA,35,92.173584,-11.825434,103.999016,-27.03665,DROP,,250
ABNAF,6,174.51724,160.62167,13.895569,91.37255,DROP,,250
ABNAF,7,160.62167,-7.6079583,168.22963,138.87975,DROP,,250
ABNAF,12,3391.63,94.5951,3297.0347,-25.51724,DROP,,250
ABNAF,13,94.5951,-13.073596,107.66869,22.314049,DROP,,250
ABNAF,26,116.20767,26.887272,89.320404,-38.0,DROP,,250
ABNAF,31,332.58777,-33.562675,366.15045,-46.650124,DROP,,250
ACLLF,7,160.62167,55.922707,104.69897,5.0508146,DROP,,250
ACLLF,24,96.909195,-26.544512,123.453705,41.05707,DROP,,250
ACLLF,30,3120.2927,580.4915,2539.8013,-1.0067025,DROP,,250
ACLLF,31,580.4915,45.869743,534.62177,-10.446857,DROP,,250
ACR,7,133.83337,-26.102612,159.93599,10.756508,DROP,,250
ACR,13,209.67865,-29.414043,239.0927,14.915967,DROP,,250
ACR,17,321.21103,82.74758,238.46344,19.560877,DROP,,250
ACR,31,104.321365,49.090134,55.23123,-44.514904,DROP,,250
ACTL,12,1564.6357,-43.688015,1608.3237,100.0,DROP,,250
ACTL,15,345.0081,264.67987,80.32822,100.0,DROP,,250
ACTL,16,264.67987,161.79568,102.884186,-50.0,DROP,,250
ACTL,17,161.79568,-26.839174,188.63486,-50.0,DROP,,250
ACTL,20,10884.3545,-11.657625,10896.012,-50.0,DROP,,250
ACTL,27,561.31445,398.645,162.66946,-66.66667,DROP,,250
ACTL,29,5685.27,612.71716,5072.5527,-90.0,DROP,,250
ACTL,30,612.71716,352.12976,260.5874,-85.71429,DROP,,250
ACTL,31,352.12976,19.78839,332.34137,0.0,DROP,,250
ADOOY,6,113.399414,104.19104,9.208374,17.068962,DROP,,250
ADOOY,8,117.62645,64.25567,53.37078,47.520004,DROP,,250
ADOOY,10,247.4837,24.331123,223.15259,-9.606985,DROP,,250
ADOOY,14,982.0735,551.42615,430.64734,-32.56173,DROP,,250
ADOOY,15,551.42615,-14.697993,566.12415,-27.536232,DROP,,250
ADOOY,29,438.22504,78.021126,360.20392,156.73758,DROP,,250
ADOOY,33,110.73981,57.69597,53.04384,-0.6382922,DROP,,250
AGPPF,7,179.13977,-21.81566,200.95543,49.06166,DROP,,250
AGPPF,13,487.30698,100.797745,386.50922,68.35236,DROP,,250
AGPPF,14,100.797745,44.949013,55.848732,82.51407,DROP,,250
AGPPF,21,375.86343,39.06345,336.8,-0.6791377,DROP,,250
AGPPF,23,137.82845,45.650875,92.17757,157.9105,DROP,,250
AGPPF,30,1143.0914,153.6501,989.44135,-37.286015,DROP,,250
AGPPF,31,153.6501,-16.61181,170.26192,-18.093262,DROP,,250
AIABF,6,233.04158,0.0,233.04158,166.66666,DROP,,250
AIABF,8,758.0523,247.12997,510.92233,81.5126,DROP,,250
AIABF,10,247.4837,73.24019,174.24352,17.647055,DROP,,250
AIABF,16,2329.384,16.03961,2313.3445,-33.684208,DROP,,250
AIABF,30,8997.677,232.94293,8764.733,-29.591837,DROP,,250
AIABF,31,232.94293,-22.116423,255.05936,-52.0,DROP,,250
ALLT,7,927.086,-15.107015,942.193,3.4951422,DROP,,250
ALLT,17,370.69147,240.77995,129.91151,41.156464,DROP,,250
ALLT,18,240.77995,31.987495,208.79245,19.651741,DROP,,250
ALLT,24,445.54596,60.017914,385.52805,42.1797,DROP,,250
ALLT,30,1143.0914,104.321365,1038.77,-72.41564,DROP,,250
ALLT,31,104.321365,45.869743,58.451622,-74.95315,DROP,,250
ALSMY,17,96.1978,-3.5242574,99.72205,18.181812,DROP,,250
ALYI,8,758.0523,247.12997,510.92233,-10.82802,DROP,,250
ALYI,10,307.31113,-44.211937,351.52307,-24.050629,DROP,,250
ALYI,19,3298174.5,34.806828,3298139.8,-84.357544,DROP,,250
ALYI,27,598.2949,199.06331,399.23163,14.000005,DROP,,250
ALYI,29,5685.27,1889.6946,3795.5754,-90.35532,DROP,,250
ALYI,30,1889.6946,682.17236,1207.5222,-93.382576,DROP,,250
ALYI,31,682.17236,-11.171819,693.3442,-83.68056,DROP,,250
ANGPY,7,179.13977,-21.81566,200.95543,41.99394,DROP,,250
ANGPY,13,487.30698,100.797745,386.50922,71.74349,DROP,,250
ANGPY,14,100.797745,44.949013,55.848732,69.79775,DROP,,250
ANGPY,21,375.86343,39.06345,336.8,11.833248,DROP,,250
ANGPY,23,137.82845,45.650875,92.17757,134.019,DROP,,250
ANGPY,30,1143.0914,153.6501,989.44135,-41.04257,DROP,,250
ANGPY,31,153.6501,-16.61181,170.26192,-17.664495,DROP,,250
AOMFF,17,96.1978,-3.5242574,99.72205,19.226826,DROP,,250
AP,5,520.8577,36.320835,484.5369,17.113228,DROP,,250
AP,9,115.794624,24.208231,91.586395,-42.138367,DROP,,250
AP,30,187.6347,87.341774,100.29293,-32.633278,DROP,,250
AP,31,87.341774,-41.234253,128.57602,-18.279573,DROP,,250
AP,35,553.8888,-23.439293,577.32806,-9.592328,DROP,,250
ARC,29,351.5877,187.6347,163.953,52.857147,DROP,,250
ARC,30,187.6347,125.02875,62.605957,29.8077,DROP,,250
ARC,31,125.02875,82.59761,42.431137,-17.869415,DROP,,250
ARC,33,1008.40186,50.515423,957.8864,-12.500002,DROP,,250
ARC,35,92.173584,-9.790148,101.96373,33.33333,DROP,,250
ARLP,9,147.64774,135.6421,12.0056305,-15.545237,DROP,,250
ARLP,10,135.6421,-36.643314,172.28542,4.799998,DROP,,250
ARLP,32,390.10547,110.73981,279.36566,89.73451,DROP,,250
ARLP,33,110.73981,71.28242,39.45739,39.97318,DROP,,250
ARLP,36,184.19604,55.437813,128.75824,-11.334404,DROP,,250
ARZTF,8,181.83104,-28.771244,210.60228,-23.699783,DROP,,250
ARZTF,13,654.62646,-16.700285,671.3267,-95.918365,DROP,,250
ARZTF,30,999.95215,146.01361,853.93854,-27.343746,DROP,,250
ARZTF,32,196.67397,185.73323,10.940735,-28.571426,DROP,,250
ARZTF,34,222.32103,-32.06507,254.38611,88.8889,DROP,,250
ARZTY,8,130.85255,-29.074554,159.92711,-25.40193,DROP,,250
ARZTY,29,209.34744,183.43834,25.909103,-28.070175,DROP,,250
ARZTY,30,183.43834,146.01361,37.42473,-19.999998,DROP,,250
ARZTY,32,196.67397,48.214214,148.45975,7.2727203,DROP,,250
ASDRF,8,461.72174,333.9126,127.80914,-13.131313,DROP,,250
ASDRF,9,333.9126,48.089317,285.82327,71.15385,DROP,,250
ASDRF,11,104.21502,-56.810635,161.02565,-8.474568,DROP,,250
ASDRF,15,2324.0366,469.66284,1854.3738,-48.333336,DROP,,250
ASDRF,16,469.66284,-28.340143,498.003,-51.851856,DROP,,250
ASDRF,29,1420.0431,187.6347,1232.4084,-28.571424,DROP,,250
ASDRF,31,514.7215,245.84003,268.88147,-42.105263,DROP,,250
ASDRF,32,245.84003,10.701823,235.1382,-16.666668,DROP,,250
ASFZ,9,115.9366,70.43439,45.502213,-5.5555525,DROP,,250
ASFZ,29,1420.0431,398.57428,1021.4688,-90.909096,DROP,,250
ASFZ,31,643.80426,-14.496199,658.3005,-80.0,DROP,,250
ASGTF,7,518.25385,117.62645,400.62738,28.482294,DROP,,250
ASGTF,8,117.62645,64.25567,53.37078,13.238483,DROP,,250
ASGTF,11,104.21502,37.39835,66.816666,-18.697151,DROP,,250
ASGTF,13,487.30698,20.585596,466.72137,-19.689985,DROP,,250
ASGTF,26,17144.652,598.2949,16546.357,23.338392,DROP,,250
ASGTF,27,598.2949,194.97435,403.32056,39.706856,DROP,,250
ASGTF,28,194.97435,138.43478,56.539566,-3.6271584,DROP,,250
ASGTF,29,138.43478,68.56237,69.87241,-32.70804,DROP,,250
ASGTF,31,287.58743,161.4908,126.096634,-29.872047,DROP,,250
ASGTF,32,161.4908,98.15464,63.33616,-30.218992,DROP,,250
ASGTF,33,98.15464,-7.6265144,105.78116,5.3617945,DROP,,250
ATGFF,30,183.43834,146.01361,37.42473,2.4574692,DROP,,250
ATGFF,33,195.91096,29.799217,166.11176,-23.196102,DROP,,250
ATGFF,35,102.091965,24.44169,77.650276,-13.145759,DROP,,250
AUMN,5,520.8577,113.399414,407.4583,-45.054947,DROP,,250
AUMN,6,113.399414,23.620905,89.77851,-33.82353,DROP,,250
AUMN,9,116.767654,-38.99072,155.75838,-27.777779,DROP,,250
AUMN,20,302.79184,-7.7962646,310.5881,79.16667,DROP,,250
AUMN,27,2090.6812,101.551926,1989.1293,-50.0,DROP,,250
AUMN,29,351.5877,126.803116,224.78459,-51.282055,DROP,,250
AUMN,31,156.30244,-23.209318,179.51176,-36.363636,DROP,,250
AZTEF,7,313.10223,66.25949,246.84274,29.333332,DROP,,250
AZTEF,9,91.72606,-0.85121167,92.57727,-13.124999,DROP,,250
AZTEF,14,10254.502,-38.983505,10293.485,-35.971222,DROP,,250
AZTEF,30,1143.0914,209.57796,933.5135,-11.111116,DROP,,250
AZTEF,32,653.99207,45.66633,608.32574,-2.7237308,DROP,,250
AZTEF,34,222.32103,-12.0067005,234.32773,-99.55556,DROP,,250
AZTEF,37,685.8325,-39.47716,725.3097,-99.96,DROP,,250
BB,11,472.39905,229.77328,242.62576,-13.155551,DROP,,250
BB,12,229.77328,46.757637,183.01566,-35.899734,DROP,,250
BB,29,1420.0431,245.74017,1174.303,-33.52338,DROP,,250
BB,30,245.74017,186.23767,59.502502,-42.415462,DROP,,250
BB,31,186.23767,85.308464,100.92921,-48.775295,DROP,,250
BB,33,241.41948,-40.44835,281.86783,-41.30758,DROP,,250
BCEKF,5,630.04736,177.98384,452.06354,-31.034481,DROP,,250
BCEKF,6,177.98384,160.62167,17.362167,-16.582916,DROP,,250
BCEKF,7,160.62167,27.223782,133.39789,-13.6612015,DROP,,250
BCEKF,22,233.24506,33.08046,200.1646,8.181821,DROP,,250
BCEKF,28,96.74505,21.71209,75.03296,-47.33728,DROP,,250
BEN,9,333.9126,62.30544,271.60715,-18.657082,DROP,,250
BEN,13,209.25763,-17.564741,226.82237,-15.671642,DROP,,250
BEN,28,2495.2405,233.70277,2261.5376,10.309667,DROP,,250
BEN,29,233.70277,183.43834,50.264435,-25.32738,DROP,,250
BEN,30,183.43834,108.171585,75.266754,-14.664427,DROP,,250
BEN,31,108.171585,45.869743,62.30184,-23.627283,DROP,,250
BJURD,6,168.57127,148.9071,19.66417,50.000008,DROP,,250
BJURD,7,148.9071,-15.107015,164.01411,-16.666668,DROP,,250
BJURD,13,110.21464,23.939137,86.2755,-33.333336,DROP,,250
BJURD,27,513.49084,318.71957,194.77127,165.99998,DROP,,250
BJURD,28,318.71957,-6.8000784,325.51965,299.0,DROP,,250
BJURD,33,1951.5812,74.96191,1876.6193,-99.49875,DROP,,250
BKKLY,14,129.3293,44.949013,84.38029,5.1779947,DROP,,250
BMTM,7,842.53937,97.99412,744.5452,-23.529417,DROP,,250
BMTM,8,97.99412,43.979538,54.01458,-31.25,DROP,,250
BMTM,18,1299.9635,218.85397,1081.1095,-15.499997,DROP,,250
BMTM,19,218.85397,152.20413,66.64984,-8.648646,DROP,,250
