Security,Acquisition_Event_Count,Acquisition_Quality_Jump_Sum,Acquisition_Quality_Jump_Avg,Acquisition_Final_Return_Mean,Acquisition_Final_Return_Median,Loss_Event_Count,Loss_Quality_Loss_Sum,Loss_Quality_Loss_Avg,Loss_Final_Return_Mean,Loss_Final_Return_Median,Total_Event_Count,Net_Quality_Delta,Event_Balance_Ratio,Acq_Winsor_Median_Return,Loss_Winsor_Median_Return,Acq_Recency_Weighted_Jump_Sum,Loss_Recency_Weighted_Loss_Sum,Net_Quality_Delta_Recency,Acq_Recency_Winsor_Mean_Return,Loss_Recency_Winsor_Mean_Return,Weighted_Winsor_Final_Return_Recency,Quality_Momentum_Score_Adj,Unique_Clusters,Unique_Blocks,Events_Per_Block,Net_Quality_Delta_Recency_Percentile,Quality_Momentum_Score_Adj_Percentile,Weighted_Winsor_Final_Return_Recency_Percentile,Event_Balance_Ratio_Percentile,Events_Per_Block_Percentile,Composite_Quality_Event_Rank
ASRE,2.0,12.675381570993032,6.337690785496516,32.19582859725411,32.19582859725411,0.0,0.0,0.0,0.0,0.0,2.0,12.675381570993032,1.0,32.19582859725411,0.0,8.135162680417782,0.0,8.135162680417782,32.19582859725411,0.0,32.19582859725411,261.91830326950924,2,2,1.0,0.9214454045561665,0.959937156323645,0.6645718774548312,0.94344069128044,0.5003927729772192,0.8417124901806755
ALL,3.0,18.732745153712063,6.244248384570688,18.57949269070168,18.57949269070168,0.0,0.0,0.0,0.0,0.0,3.0,18.732745153712063,1.0,18.57949269070168,0.0,10.672712135610732,0.0,10.672712135610732,18.57949269070168,0.0,18.57949269070168,198.29357711354274,3,3,1.0,0.9583660644147682,0.9536527886881383,0.6048703849175177,0.94344069128044,0.5003927729772192,0.8389630793401414
AAEEF,1.0,8.669273143432884,8.669273143432884,536.6208028271237,536.6208028271237,0.0,0.0,0.0,0.0,0.0,1.0,8.669273143432884,1.0,536.6208028271237,0.0,2.611134892287886,0.0,2.611134892287886,536.6208028271237,0.0,536.6208028271237,1401.1893021894407,1,1,1.0,0.6904948939512962,0.9866457187745483,0.9497250589159466,0.94344069128044,0.5003927729772192,0.8374705420267087
BBBT,1.0,6.519756838905775,6.519756838905775,42.02737476417956,42.02737476417956,0.0,0.0,0.0,0.0,0.0,1.0,6.519756838905775,1.0,42.02737476417956,0.0,6.519756838905775,0.0,6.519756838905775,42.02737476417956,0.0,42.02737476417956,274.0082640400157,1,1,1.0,0.8695993715632364,0.9622937941869599,0.6983503534956795,0.94344069128044,0.5003927729772192,0.8336213668499609
ABEPF,1.0,6.366459627329192,6.366459627329192,157.16879638119045,157.16879638119045,0.0,0.0,0.0,0.0,0.0,1.0,6.366459627329192,1.0,157.16879638119045,0.0,3.0073025873263357,0.0,3.0073025873263357,157.16879638119045,0.0,157.16879638119045,472.6541280041201,1,1,1.0,0.7132757266300078,0.9748625294579732,0.8758837391987431,0.94344069128044,0.5003927729772192,0.8260015710919087
ASM,1.0,5.538579067990832,5.538579067990832,56.046065558852,56.046065558852,0.0,0.0,0.0,0.0,0.0,1.0,5.538579067990832,1.0,56.046065558852,0.0,4.767099181880572,0.0,4.767099181880572,56.046065558852,0.0,56.046065558852,267.17715327322827,1,1,1.0,0.7902592301649647,0.9615082482325216,0.7391987431264729,0.94344069128044,0.5003927729772192,0.8177533385703065
AUB,2.0,12.424491141747055,6.212245570873527,0.1704584259059087,0.1704584259059087,0.0,0.0,0.0,0.0,0.0,2.0,12.424491141747055,1.0,0.1704584259059087,0.0,11.04964657840548,0.0,11.04964657840548,0.1704584259059087,0.0,0.1704584259059087,1.883505362571608,2,2,1.0,0.96700706991359,0.9308719560094265,0.5113904163393559,0.94344069128044,0.5003927729772192,0.816025137470542
AMKAF,1.0,5.378863966075215,5.378863966075215,128.6170662676216,128.6170662676216,0.0,0.0,0.0,0.0,0.0,1.0,5.378863966075215,1.0,128.6170662676216,0.0,2.5407954293178117,0.0,2.5407954293178117,128.6170662676216,0.0,128.6170662676216,326.78965410503906,1,1,1.0,0.6873527101335428,0.9685781618224666,0.8476040848389631,0.94344069128044,0.5003927729772192,0.8106834249803613
AMXEF,1.0,6.868607006967435,6.868607006967435,131.2232006470313,131.2232006470313,0.0,0.0,0.0,0.0,0.0,1.0,6.868607006967435,1.0,131.2232006470313,0.0,2.4035848755472937,0.0,2.4035848755472937,131.2232006470313,0.0,131.2232006470313,315.40610039611227,1,1,1.0,0.6810683424980362,0.9662215239591516,0.852317360565593,0.94344069128044,0.5003927729772192,0.809033778476041
AMLC,1.0,5.596369922212619,5.596369922212619,133.33333850734886,133.33333850734886,0.0,0.0,0.0,0.0,0.0,1.0,5.596369922212619,1.0,133.33333850734886,0.0,2.275314215056508,0.0,2.275314215056508,133.33333850734886,0.0,133.33333850734886,303.37524044671216,1,1,1.0,0.6732128829536528,0.9646504320502749,0.8531029065200314,0.94344069128044,0.5003927729772192,0.8063629222309504
AMMCF,1.0,5.55813953488372,5.55813953488372,15.984554285209388,15.984554285209388,0.0,0.0,0.0,0.0,0.0,1.0,5.55813953488372,1.0,15.984554285209388,0.0,5.55813953488372,0.0,5.55813953488372,15.984554285209388,0.0,15.984554285209388,88.84438312011729,1,1,1.0,0.8366064414768264,0.94344069128044,0.593872741555381,0.94344069128044,0.5003927729772192,0.797172034564022
AETUF,1.0,5.453616013775291,5.453616013775291,120.53966009019976,120.53966009019976,0.0,0.0,0.0,0.0,0.0,1.0,5.453616013775291,1.0,120.53966009019976,0.0,1.908426112377077,0.0,1.908426112377077,120.53966009019977,0.0,120.53966009019977,230.04103489319422,1,1,1.0,0.6484681853888452,0.9575805184603299,0.8436763550667714,0.94344069128044,0.5003927729772192,0.7949332285938727
ACKAY,1.0,5.307602045092615,5.307602045092615,18.49368138805145,18.49368138805145,0.0,0.0,0.0,0.0,0.0,1.0,5.307602045092615,1.0,18.49368138805145,0.0,4.568295415901163,0.0,4.568295415901163,18.49368138805145,0.0,18.49368138805145,84.4845999081721,1,1,1.0,0.7808326787117046,0.9426551453260016,0.6040848389630793,0.94344069128044,0.5003927729772192,0.7822466614296936
BB,1.0,5.211368780580366,5.211368780580366,85.72804529497468,85.72804529497468,0.0,0.0,0.0,0.0,0.0,1.0,5.211368780580366,1.0,85.72804529497468,0.0,1.8236546608644395,0.0,1.8236546608644395,85.72804529497468,0.0,85.72804529497468,156.33834936897836,1,1,1.0,0.6410054988216811,0.9512961508248232,0.7996857816182247,0.94344069128044,0.5003927729772192,0.7820109976433621
ARTW,1.0,5.038496376811596,5.038496376811596,79.03711212972281,79.03711212972281,0.0,0.0,0.0,0.0,0.0,1.0,5.038496376811596,1.0,79.03711212972281,0.0,1.7631600810061612,0.0,1.7631600810061612,79.03711212972281,0.0,79.03711212972281,139.35508102513512,1,1,1.0,0.6394344069128044,0.9481539670070699,0.786331500392773,0.94344069128044,0.5003927729772192,0.7779261586802829
ASPN,5.0,35.40821505785234,7.081643011570468,682.1237291781542,682.1237291781542,2.0,20.951219127012163,10.475609563506081,682.1237291781542,682.1237291781542,7.0,14.456995930840176,0.7142857142857143,682.1237291781542,682.1237291781542,22.075894620837943,8.739155345821382,13.33673927501656,682.1237291781542,682.1237291781541,682.1237291781542,0.0,7,7,1.0,0.9897879025923016,0.48978790259230165,0.9575805184603299,0.8656716417910447,0.5003927729772192,0.7719952867242733
BEEM,3.0,28.305192057204486,9.435064019068163,394.6558008838592,394.6558008838592,1.0,8.436607339046363,8.436607339046363,394.6558008838592,394.6558008838592,4.0,19.868584718158125,0.75,394.6558008838592,394.6558008838592,19.317192246288535,6.249992437502649,13.067199808785887,394.6558008838592,394.6558008838592,394.6558008838592,0.0,4,4,1.0,0.9882168106834249,0.48978790259230165,0.9363707776904949,0.8735271013354281,0.5003927729772192,0.7680675569520817
AQQSQ,2.0,18.869974125390172,9.434987062695086,400.0,400.0,1.0,7.313536712678344,7.313536712678344,400.0,400.0,3.0,11.556437412711828,0.6666666666666666,400.0,400.0,16.522751422989153,5.418001254376791,11.104750168612362,400.0,400.0,400.0,0.0,3,3,1.0,0.9685781618224666,0.48978790259230165,0.9379418695993715,0.802827965435978,0.5003927729772192,0.7554202670856245
BGNX,2.0,21.7479013883446,10.8739506941723,209.9999941792464,209.9999941792464,1.0,6.69877012476283,6.69877012476283,209.9999941792464,209.9999941792464,3.0,15.04913126358177,0.6666666666666666,209.9999941792464,209.9999941792464,18.249958517372857,3.676362991988874,14.573595525383983,209.99999417924639,209.9999941792464,209.9999941792464,0.0,3,3,1.0,0.99528672427337,0.48978790259230165,0.8970934799685781,0.802827965435978,0.5003927729772192,0.7552631578947369
ARYMF,2.0,21.96316173773613,10.981580868868065,782.3529435100564,782.3529435100564,1.0,5.991423874171624,5.991423874171624,782.3529435100564,782.3529435100564,3.0,15.971737863564506,0.6666666666666666,782.3529435100564,782.3529435100564,14.613209995255382,4.438555973813787,10.174654021441594,782.3529435100565,782.3529435100564,782.3529435100564,0.0,3,3,1.0,0.9520816967792616,0.48978790259230165,0.9607227022780833,0.802827965435978,0.5003927729772192,0.7550274941084054
BBSRF,1.0,7.791164658634536,7.791164658634536,21.117229452156884,21.117229452156884,0.0,0.0,0.0,0.0,0.0,1.0,7.791164658634536,1.0,21.117229452156884,0.0,2.34665369923563,0.0,2.34665369923563,21.117229452156884,0.0,21.117229452156884,49.554824611511556,1,1,1.0,0.6787117046347211,0.9371563236449332,0.6166535742340927,0.94344069128044,0.5003927729772192,0.7524744697564808
AZNCF,1.0,5.818031772230246,5.818031772230246,33.39549169176742,33.39549169176742,0.0,0.0,0.0,0.0,0.0,1.0,5.818031772230246,1.0,33.39549169176742,0.0,1.7523574945170415,0.0,1.7523574945170415,33.39549169176742,0.0,33.39549169176742,58.52084014915023,1,1,1.0,0.6374705420267086,0.9402985074626866,0.6684996072270227,0.94344069128044,0.5003927729772192,0.751413982717989
ASPR,2.0,33.71088659659673,16.855443298298365,200.000021827838,200.000021827838,1.0,24.699641129661416,24.699641129661416,200.000021827838,200.000021827838,3.0,9.011245466935314,0.6666666666666666,200.000021827838,200.000021827838,20.81996718769474,8.64333682076703,12.17663036692771,200.00002182783797,200.000021827838,200.00002182783797,0.0,3,3,1.0,0.9803613511390417,0.48978790259230165,0.8931657501963864,0.802827965435978,0.5003927729772192,0.75
AIMLF,2.0,21.054358338906745,10.527179169453373,389.366326666933,389.366326666933,1.0,13.52813852813853,13.52813852813853,389.366326666933,389.366326666933,3.0,7.526219810768215,0.6666666666666666,389.366326666933,389.366326666933,16.58750923650362,6.390240161539702,10.19726907496392,389.36632666693293,389.366326666933,389.36632666693293,0.0,3,3,1.0,0.9528672427336999,0.48978790259230165,0.9340141398271798,0.802827965435978,0.5003927729772192,0.7499214454045562
ANAS,3.0,21.12502339335028,7.041674464450093,1101.141192589713,1101.141192589713,1.0,8.800813008130078,8.800813008130078,1101.141192589713,1101.141192589713,4.0,12.324210385220201,0.75,1101.141192589713,1101.141192589713,14.046028134835758,6.519802633235441,7.526225501600317,1101.141192589713,1101.141192589713,1101.141192589713,0.0,4,4,1.0,0.9041633935585232,0.48978790259230165,0.9717203456402199,0.8735271013354281,0.5003927729772192,0.7499214454045562
AZN,1.0,5.818031772230246,5.818031772230246,31.394428936759965,31.394428936759965,0.0,0.0,0.0,0.0,0.0,1.0,5.818031772230246,1.0,31.394428936759965,0.0,1.7523574945170415,0.0,1.7523574945170415,31.39442893675996,0.0,31.39442893675996,55.014262833414,1,1,1.0,0.6374705420267086,0.9387274155538099,0.6598586017282011,0.94344069128044,0.5003927729772192,0.7492144540455618
AMNI,4.0,30.104623837357316,7.526155959339329,129.4009841424029,129.4009841424029,1.0,14.132449425423866,14.132449425423866,129.4009841424029,129.4009841424029,5.0,15.97217441193345,0.8,129.4009841424029,129.4009841424029,22.4682333007214,10.469576037216875,11.998657263504526,129.4009841424029,129.4009841424029,129.4009841424029,0.0,5,5,1.0,0.9795758051846033,0.48978790259230165,0.8499607227022781,0.8837391987431265,0.5003927729772192,0.7492144540455616
BABL,2.0,17.68325472262363,8.841627361311815,599.0384550908441,599.0384550908441,1.0,8.313057583130576,8.313057583130576,599.0384550908441,599.0384550908441,3.0,9.370197139493055,0.6666666666666666,599.0384550908441,599.0384550908441,13.901931555296994,5.300639541056915,8.601292014240078,599.038455090844,599.0384550908441,599.038455090844,0.0,3,3,1.0,0.927336999214454,0.48978790259230165,0.9524744697564808,0.802827965435978,0.5003927729772192,0.7459544383346426
BABLD,2.0,17.68325472262363,8.841627361311815,599.0384550908441,599.0384550908441,1.0,8.313057583130576,8.313057583130576,599.0384550908441,599.0384550908441,3.0,9.370197139493055,0.6666666666666666,599.0384550908441,599.0384550908441,13.901931555296994,5.300639541056915,8.601292014240078,599.038455090844,599.0384550908441,599.038455090844,0.0,3,3,1.0,0.927336999214454,0.48978790259230165,0.9524744697564808,0.802827965435978,0.5003927729772192,0.7459544383346426
ASNCF,3.0,23.35152062395287,7.78384020798429,175.86327453268942,175.86327453268945,1.0,7.343557855170653,7.343557855170653,175.86327453268945,175.86327453268945,4.0,16.007962768782214,0.75,175.86327453268945,175.86327453268945,16.014081714408228,6.320658821284271,9.693422893123957,175.86327453268945,175.86327453268945,175.86327453268945,0.0,4,4,1.0,0.9465828750981933,0.48978790259230165,0.8853102906520032,0.8735271013354281,0.5003927729772192,0.7453652788688139
AFNL,4.0,27.279316913327097,6.819829228331774,116.00000000000004,116.00000000000004,1.0,10.86861313868613,10.86861313868613,116.00000000000004,116.00000000000004,5.0,16.410703774640965,0.8,116.00000000000004,116.00000000000004,17.995964997165963,6.930133706312558,11.065831290853405,116.00000000000007,116.00000000000004,116.00000000000007,0.0,5,5,1.0,0.9677926158680282,0.48978790259230165,0.835820895522388,0.8837391987431265,0.5003927729772192,0.7428515318146112
AGGI,2.0,22.775035358462915,11.387517679231458,372.10359370744646,372.10359370744646,1.0,11.882647795960487,11.882647795960487,372.10359370744646,372.10359370744646,3.0,10.892387562502428,0.6666666666666666,372.10359370744646,372.10359370744646,16.931865744602295,8.802881997190985,8.12898374741131,372.1035937074465,372.10359370744646,372.10359370744646,0.0,3,3,1.0,0.9206598586017282,0.48978790259230165,0.9293008641005499,0.802827965435978,0.5003927729772192,0.7393165750196388
BDCM,1.0,6.083916083916084,6.083916083916084,8229.411456198643,8229.411456198643,1.0,5.50959825846032,5.50959825846032,8229.411456198643,8229.411456198643,2.0,0.5743178254557639,0.5,6053.799748193983,8056.435957581158,4.507075888063598,5.50959825846032,-1.002522370396722,6053.799748193982,8056.435957581158,7055.11785288757,2007.6875996771369,2,2,1.0,0.46504320502749413,0.99057344854674,0.9948939512961509,0.49410840534171246,0.5003927729772192,0.7351139041633935
AXIM,1.0,7.491818606825619,7.491818606825619,1.104870897815575,1.104870897815575,0.0,0.0,0.0,0.0,0.0,1.0,7.491818606825619,1.0,1.104870897815575,0.0,2.621670140021629,0.0,2.621670140021629,1.104870897815575,0.0,1.104870897815575,2.8966070413819813,1,1,1.0,0.6912804399057345,0.9316575019638649,0.5168892380204242,0.94344069128044,0.5003927729772192,0.7346425765907306
AABVF,2.0,15.722365871948632,7.861182935974316,306.6666679084305,306.6666679084305,1.0,7.174914097379679,7.174914097379679,306.6666679084305,306.6666679084305,3.0,8.547451774568954,0.6666666666666666,306.6666679084305,306.6666679084305,12.113038752836292,4.574927213957209,7.538111538879083,306.6666679084305,306.6666679084305,306.6666679084305,0.0,3,3,1.0,0.9065200314218381,0.48978790259230165,0.9183032207384132,0.802827965435978,0.5003927729772192,0.7328750981932444
BAJFF,4.0,27.04047337080341,6.760118342700853,52.21164079899334,52.21164079899334,1.0,6.354978354978353,6.354978354978353,52.21164079899334,52.21164079899334,5.0,20.685495015825058,0.8,52.21164079899334,52.21164079899334,17.93031382312844,3.001879218284889,14.92843460484355,52.21164079899335,52.21164079899334,52.21164079899334,0.0,5,5,1.0,0.9968578161822467,0.48978790259230165,0.7289866457187746,0.8837391987431265,0.5003927729772192,0.730204241948154
ABGSF,2.0,19.35015043790301,9.675075218951505,110.26191062269052,110.26191062269052,1.0,5.895691609977324,5.895691609977324,110.26191062269052,110.26191062269052,3.0,13.454458827925688,0.6666666666666666,110.26191062269052,110.26191062269052,12.301558800605736,2.063125051448988,10.238433749156748,110.26191062269051,110.26191062269052,110.26191062269051,0.0,3,3,1.0,0.9536527886881383,0.48978790259230165,0.8303220738413197,0.802827965435978,0.5003927729772192,0.7294186959937157
ALVLF,3.0,22.51536055539011,7.505120185130036,349.99999329447814,349.99999329447814,1.0,15.5,15.5,349.99999329447814,349.99999329447814,4.0,7.01536055539011,0.75,349.99999329447814,349.99999329447814,12.734320750789516,6.301829725979287,6.432491024810229,349.99999329447814,349.99999329447814,349.99999329447814,0.0,4,4,1.0,0.8672427336999214,0.48978790259230165,0.9238020424194815,0.8735271013354281,0.5003927729772192,0.729261586802828
AHNR,3.0,27.210155472708657,9.070051824236218,136.36363913451356,136.36363913451356,2.0,14.832103427689473,7.416051713844737,136.36363913451356,136.36363913451356,5.0,12.378052045019183,0.6,136.36363913451356,136.36363913451356,19.710096223627517,8.997992874227995,10.712103349399522,136.36363913451356,136.36363913451356,136.36363913451356,0.0,5,5,1.0,0.9591516103692066,0.48978790259230165,0.8570306362922231,0.7128829536527886,0.5003927729772192,0.727415553809898
BCHMF,2.0,24.002446542169444,12.001223271084722,373.7945566990687,373.7945566990687,1.0,10.36786830135176,10.36786830135176,373.7945566990687,373.7945566990687,3.0,13.634578240817685,0.6666666666666666,373.7945566990687,373.7945566990687,14.047936624110664,7.680705747269795,6.3672308768408685,373.7945566990687,373.79455669906866,373.79455669906866,0.0,3,3,1.0,0.8641005498821681,0.48978790259230165,0.9300864100549883,0.802827965435978,0.5003927729772192,0.7225058915946583
AOAO,3.0,26.868829982123874,8.956276660707958,90.9158281112492,90.9158281112492,2.0,14.97115870462009,7.485579352310045,90.9158281112492,90.9158281112492,5.0,11.897671277503784,0.6,90.9158281112492,90.9158281112492,21.753964805791618,11.025629631352299,10.72833517443932,90.9158281112492,90.9158281112492,90.9158281112492,0.0,5,5,1.0,0.959937156323645,0.48978790259230165,0.8043990573448547,0.7128829536527886,0.5003927729772192,0.7171249018067557
BBBK,1.0,5.715617715617717,5.715617715617717,0.2184996358339278,0.2184996358339278,0.0,0.0,0.0,0.0,0.0,1.0,5.715617715617717,1.0,0.2184996358339278,0.0,1.721510973446899,0.0,1.721510973446899,0.21849963583392779,0.0,0.21849963583392779,0.376149520782258,1,1,1.0,0.6339355852317361,0.9277297721916732,0.5121759622937941,0.94344069128044,0.5003927729772192,0.7153181461115475
AWON,2.0,11.716586397761862,5.858293198880931,633.6996308005415,633.6996308005415,1.0,5.596131823387199,5.596131823387199,633.6996308005415,633.6996308005415,3.0,6.120454574374663,0.6666666666666666,633.6996308005415,633.6996308005415,7.328334133267556,1.958297774005422,5.370036359262134,633.6996308005414,633.6996308005415,633.6996308005414,0.0,3,3,1.0,0.8224666142969363,0.48978790259230165,0.9544383346425765,0.802827965435978,0.5003927729772192,0.7148860958366064
ATLC,3.0,22.56252403508504,7.520841345028347,574.5399968791011,574.5399968791011,2.0,20.713230389043655,10.356615194521828,574.5399968791011,574.5399968791011,5.0,1.8492936460413851,0.6,574.5399968791011,574.5399968791011,17.164101056686945,11.29344822034847,5.870652836338476,574.5399968791011,574.5399968791011,574.5399968791011,0.0,5,5,1.0,0.8476040848389631,0.48978790259230165,0.950510604870385,0.7128829536527886,0.5003927729772192,0.7126472898664572
BBTT,2.0,27.958454597923147,13.979227298961574,203.3333327124519,203.3333327124519,1.0,18.53448275862069,18.53448275862069,203.3333327124519,203.3333327124519,3.0,9.423971839302457,0.6666666666666666,203.3333327124519,203.3333327124519,12.520861073583795,6.485915177491242,6.0349458960925535,203.33333271245186,203.3333327124519,203.3333327124519,0.0,3,3,1.0,0.8507462686567164,0.48978790259230165,0.8947368421052632,0.802827965435978,0.5003927729772192,0.7114296936370778
AHFCF,2.0,13.082348046134037,6.541174023067018,266.6666728754841,266.6666728754841,1.0,6.5958973971516,6.5958973971516,266.6666728754841,266.6666728754841,3.0,6.486450648982436,0.6666666666666666,266.6666728754841,266.6666728754841,8.128589878261877,2.68169176044383,5.446898117818048,266.6666728754841,266.6666728754841,266.6666728754841,0.0,3,3,1.0,0.826394344069128,0.48978790259230165,0.9112333071484682,0.802827965435978,0.5003927729772192,0.7074234092694422
BCCEF,2.0,13.278650119538185,6.639325059769092,668.5345020896564,668.5345020896564,1.0,5.8041351010101,5.8041351010101,668.5345020896564,668.5345020896564,3.0,7.474515018528084,0.6666666666666666,668.5345020896564,668.5345020896564,8.555496373964532,3.700879936220125,4.854616437744407,668.5345020896563,668.5345020896564,668.5345020896563,0.0,2,3,1.0,0.795758051846033,0.48978790259230165,0.9567949725058916,0.802827965435978,0.5003927729772192,0.7073448546739984
ASKH,2.0,16.88796054926919,8.443980274634596,352.72377303098506,352.72377303098506,1.0,5.201837873318017,5.201837873318017,352.72377303098506,352.72377303098506,3.0,11.686122675951175,0.6666666666666666,352.72377303098506,352.72377303098506,9.086396947318889,3.853616277586225,5.232780669732664,352.723773030985,352.72377303098506,352.723773030985,0.0,3,3,1.0,0.8153967007069913,0.48978790259230165,0.9245875883739199,0.802827965435978,0.5003927729772192,0.7067949725058916
AFML,1.0,11.796287774198497,11.796287774198497,800.0000072759125,800.0000072759125,1.0,7.371794871794871,7.371794871794871,800.0000072759125,800.0000072759125,2.0,4.4244929024036255,0.5,800.0000072759125,800.0000072759125,11.796287774198497,4.700463938237431,7.095823835961066,800.0000072759125,800.0000072759125,800.0000072759125,0.0,2,2,1.0,0.8892380204241949,0.48978790259230165,0.9615082482325216,0.49410840534171246,0.5003927729772192,0.7054595443833465
AZTA,3.0,25.146019112000683,8.382006370666895,150.0972202671736,150.0972202671736,1.0,13.319327731092436,13.319327731092436,150.0972202671736,150.0972202671736,4.0,11.826691380908247,0.75,150.0972202671736,150.0972202671736,16.783222977833653,11.464051618770727,5.319171359062926,150.0972202671736,150.0972202671736,150.0972202671736,0.0,4,4,1.0,0.8208955223880597,0.48978790259230165,0.8703849175176748,0.8735271013354281,0.5003927729772192,0.7046739984289081
ASGTF,4.0,37.31521175176646,9.328802937941616,73.58105866377775,73.58105866377775,3.0,28.791396537514178,9.597132179171393,73.58105866377775,73.58105866377775,7.0,8.523815214252284,0.5714285714285714,73.58105866377775,73.58105866377775,23.396493945849343,14.787756340061925,8.608737605787418,73.58105866377775,73.58105866377775,73.58105866377775,0.0,7,7,1.0,0.9293008641005499,0.48978790259230165,0.7784760408483896,0.6826394344069128,0.5003927729772192,0.6997250589159467
