Security,Block,Prev_Quality,New_Quality,Quality_Jump,Final_Return
AAON,6,3.896103896103896,11.224489795918368,7.328385899814472,40.51058396036584
AAON,8,7.623318385650224,15.774647887323944,8.15132950167372,40.51058396036584
AAP,1,10.476190476190476,17.5,7.023809523809524,28.648819920001245
AAP,6,3.7800687285223367,9.064327485380115,5.284258756857779,28.648819920001245
AAP,7,9.064327485380115,15.217391304347828,6.153063818967713,28.648819920001245
AAPI,7,3.0303030303030303,11.538461538461538,8.508158508158509,-36.17021211837416
AAPL,3,4.53257790368272,11.496746203904555,6.964168300221836,135.91643956855697
AAPL,7,5.555555555555555,15.217391304347828,9.661835748792273,135.91643956855697
AAPT,4,0.4710975299210593,11.519607843137257,11.048510313216198,23414.286277654373
AAPT,9,4.62962962962963,11.258278145695364,6.628648516065734,23414.286277654373
AASP,6,8.98876404494382,16.5266106442577,7.53784659931388,34.504131106769826
AASP,8,2.832244008714597,8.762886597938143,5.930642589223547,34.504131106769826
AASZF,7,0.4524247136999859,10.493827160493826,10.04140244679384,
AAT,2,4.225352112676056,14.332247557003258,10.106895444327202,-19.99578974313443
AAT,4,6.0,30.46875,24.46875,-19.99578974313443
AATC,3,6.336633663366337,11.620294599018004,5.2836609356516675,55.40712555475163
AATC,6,2.366863905325444,11.612903225806452,9.246039320481009,55.40712555475163
AATGF,1,3.375527426160337,10.625,7.249472573839663,256.60000445793105
AATGF,5,2.941176470588235,11.604095563139932,8.662919092551697,256.60000445793105
AATGF,8,0.5016969160395455,6.849315068493151,6.347618152453606,256.60000445793105
AATRL,4,3.690036900369003,9.649122807017545,5.959085906648541,18.100041118321617
AATV,2,5.084745762711865,11.9533527696793,6.868607006967435,39.450982775426056
AAUAF,2,2.6537997587454765,12.015503875968992,9.361704117223516,-40.24577741384662
AAUKF,2,2.6537997587454765,8.423913043478262,5.770113284732785,41.55494750672908
AAUKF,8,3.4552845528455287,14.592274678111588,11.13699012526606,41.55494750672908
AAVMY,9,0.3988341770210155,11.258278145695364,10.859443968674348,
AAVVF,2,2.9702970297029703,9.230769230769232,6.2604722010662615,219.7837088510599
AAVXF,5,2.272727272727273,13.86861313868613,11.595885865958858,
AAVXF,8,3.636363636363636,11.180124223602483,7.543760587238848,
AB,7,6.086956521739131,16.176470588235293,10.089514066496163,76.90983368915883
ABAT,2,0.6652957542034595,10.294117647058822,9.628821892855363,
ABAT,3,10.294117647058822,21.03004291845493,10.735925271396109,
ABBB,9,1.9900497512437807,8.771929824561402,6.781880073317621,-12.155554029676647
ABBNY,2,2.6537997587454765,12.087912087912088,9.434112329166611,66.17969426540652
ABBY,4,4.040404040404041,17.543859649122805,13.503455608718763,-97.64150952785808
ABBY,9,4.040404040404041,13.79310344827586,9.75269940787182,-97.64150952785808
ABCB,1,0.0,17.5,17.5,23.93284896799408
ABCB,6,5.202312138728324,20.0,14.797687861271676,23.93284896799408
ABCB,9,2.0905923344947737,11.363636363636363,9.27304402914159,23.93284896799408
ABCE,2,0.6652957542034595,14.332247557003258,13.6669518027998,-97.762468290065
ABCE,6,3.636363636363636,11.304347826086955,7.667984189723319,-97.762468290065
ABCFF,3,4.53257790368272,11.688311688311687,7.155733784628968,95.45454976479871
ABCP,4,3.11284046692607,9.649122807017545,6.536282340091475,10.397668568916
ABCP,7,1.7467248908296942,7.6923076923076925,5.945582801477999,10.397668568916
ABDDF,8,0.7042253521126761,13.333333333333334,12.629107981220658,
ABEO,1,5.387205387205387,11.67883211678832,6.291626729582933,-55.80808080808081
ABEO,3,4.326923076923077,11.496746203904555,7.169823126981479,-55.80808080808081
ABEPF,4,4.3478260869565215,10.714285714285714,6.366459627329192,157.16879638119045
ABEV,3,0.966183574879227,15.903614457831324,14.937430882952096,-38.929439501382525
ABG,4,4.891304347826087,30.46875,25.577445652173914,96.91249410152818
ABG,8,7.051282051282051,14.592274678111588,7.540992626829537,96.91249410152818
ABGOF,2,2.6537997587454765,14.332247557003258,11.678447798257782,577.7523102353399
ABGOF,8,2.145922746781116,8.035714285714286,5.889791538933171,577.7523102353399
ABGSF,1,2.158273381294964,12.244897959183673,10.08662457788871,110.26191062269052
ABGSF,9,2.931596091205212,12.195121951219512,9.263525860014301,110.26191062269052
ABLT,4,2.5,10.085836909871244,7.585836909871244,-62.37915090374106
ABLT,6,8.722741433021806,16.5266106442577,7.803869211235895,-62.37915090374106
ABLZF,2,2.6537997587454765,12.087912087912088,9.434112329166611,70.59449259938492
ABM,2,3.2710280373831773,10.294117647058822,7.023089609675646,23.32708931919681
ABM,3,10.294117647058822,15.903614457831324,5.609496810772502,23.32708931919681
ABMBF,4,2.702702702702702,8.25242718446602,5.5497244817633185,24.19354854215577
ABMC,1,8.333333333333332,17.5,9.166666666666668,-36.01819777855874
ABMC,5,0.4798340033718065,8.93371757925072,8.453883575878914,-36.01819777855874
ABMC,7,0.4524247136999859,7.4074074074074066,6.954982693707421,-36.01819777855874
ABMC,9,2.7649769585253456,9.210526315789473,6.445549357264127,-36.01819777855874
ABMRF,5,0.4798340033718065,9.803921568627452,9.324087565255645,
ABMT,1,4.81651376146789,13.541666666666666,8.725152905198776,63.016390727496095
ABNAF,5,5.864197530864197,13.958810068649884,8.094612537785686,-41.14309474352594
ABNAF,7,2.9940119760479043,8.653846153846153,5.659834177798249,-41.14309474352594
ABPR,6,3.389830508474576,10.416666666666668,7.026836158192092,-65.79804715200382
ABQQ,4,0.4710975299210593,9.649122807017545,9.178025277096486,
ABQQ,9,2.857142857142857,14.066496163682864,11.209353306540006,
ABR,6,5.185185185185185,11.224489795918368,6.039304610733183,39.69636023244955
ABSCF,2,0.6652957542034595,11.971830985915492,11.306535231712033,
ABSCF,4,3.690036900369003,12.610619469026547,8.920582568657544,
ABSOF,8,0.5016969160395455,14.592274678111588,14.090577762072042,
ABSSF,6,6.289308176100629,11.612903225806452,5.323595049705823,409.0207113694114
ABT,9,3.7593984962406015,12.857142857142856,9.097744360902254,43.77997069302605
ABTI,4,0.4710975299210593,6.698564593301436,6.227467063380376,53.22834330517452
ABTI,7,5.384615384615385,10.493827160493826,5.109211775878441,53.22834330517452
ABTS,1,8.21917808219178,14.457831325301203,6.2386532431094235,298.9682398611867
ABTS,6,3.636363636363636,10.869565217391305,7.233201581027669,298.9682398611867
ABTZY,2,0.6652957542034595,13.286713286713288,12.62141753250983,-2.4469713875526176
ABUS,5,3.4246575342465757,8.860759493670885,5.43610195942431,366.66667194725534
ABUS,7,4.62962962962963,10.0,5.37037037037037,366.66667194725534
ABVC,1,2.6785714285714284,12.790697674418606,10.112126245847177,-61.20574482957541
ABVN,3,0.5821875387092779,7.8125,7.230312461290723,
ABVN,9,5.459057071960298,15.66265060240964,10.203593530449343,
ABWN,3,0.5821875387092779,11.496746203904555,10.914558665195278,
ABZPY,5,0.4798340033718065,7.84313725490196,7.363303251530153,-19.714282807849703
AC,2,0.6652957542034595,7.865168539325842,7.199872785122383,
ACA,8,0.5016969160395455,8.125,7.6233030839604545,
ACAD,9,6.565656565656567,15.517241379310343,8.951584813653778,-58.91534614376225
ACAI,8,7.4074074074074066,15.774647887323944,8.367240479916537,-43.84422154183609
ACAN,1,5.147058823529411,18.75,13.602941176470589,20.04095874925251
ACAZF,1,9.79020979020979,17.46031746031746,7.670107670107669,14.925375391577123
ACAZF,5,4.0,12.761506276150628,8.761506276150628,14.925375391577123
ACBD,7,3.932584269662921,13.47517730496454,9.542593035301618,
ACCFF,1,0.4216359474762077,9.090909090909092,8.669273143432884,9.351499961614977
ACCFF,5,2.941176470588235,13.958810068649884,11.017633598061648,9.351499961614977
ACCO,2,4.225352112676056,12.087912087912088,7.862559975236032,-10.621343248442306
ACCO,9,2.857142857142857,15.66265060240964,12.805507745266782,-10.621343248442306
ACCR,9,6.60377358490566,12.23404255319149,5.630268968285829,203.2567124395527
ACCYY,4,1.7482517482517483,8.25242718446602,6.504175436214272,-13.377221446221336
ACCYY,9,3.343465045592705,9.32642487046632,5.982959824873616,-13.377221446221336
ACDSF,5,5.864197530864197,12.910798122065728,7.046600591201531,-3.5186761293366224
ACDSF,8,3.8461538461538463,13.333333333333334,9.487179487179487,-3.5186761293366224
ACDVF,5,5.369127516778524,13.958810068649884,8.589682551871359,
ACEHF,1,5.625,27.884615384615387,22.259615384615387,-41.66666511446233
ACEHF,5,4.975124378109453,11.604095563139932,6.628971185030479,-41.66666511446233
ACEHF,8,0.7042253521126761,15.774647887323944,15.070422535211268,-41.66666511446233
ACEL,5,0.4798340033718065,10.1010101010101,9.621176097638294,
ACET,9,1.9900497512437807,9.32642487046632,7.33637511922254,
ACEYY,6,0.4018215912135012,8.540925266903916,8.139103675690414,217.96610043467345
ACFN,2,2.6537997587454765,14.332247557003258,11.678447798257782,136.882127748005
ACFN,4,2.631578947368421,10.085836909871244,7.4542579625028225,136.882127748005
ACFN,6,3.389830508474576,10.588235294117649,7.198404785643072,136.882127748005
ACFN,8,4.643962848297214,12.258064516129032,7.614101667831818,136.882127748005
ACGBY,3,4.326923076923077,11.496746203904555,7.169823126981479,-16.64213434389809
ACGBY,6,3.076923076923077,10.227272727272728,7.150349650349652,-16.64213434389809
ACGBY,8,3.4552845528455287,9.266409266409266,5.811124713563737,-16.64213434389809
ACGL,7,4.487179487179487,10.687022900763358,6.199843413583871,-5.568791533132823
ACGX,4,5.323193916349809,11.519607843137257,6.196413926787447,-26.272759480365654
ACGX,8,5.666666666666666,12.34567901234568,6.6790123456790145,-26.272759480365654
ACGYF,2,5.447470817120623,14.332247557003258,8.884776739882636,-21.999998092651367
ACHC,4,3.690036900369003,10.085836909871244,6.39580000950224,103.62710803183452
ACHC,6,6.289308176100629,11.891891891891891,5.602583715791262,103.62710803183452
ACHFF,2,5.387205387205387,11.9533527696793,6.566147382473914,94.66143945996434
ACHFF,4,2.631578947368421,9.876543209876544,7.244964262508123,94.66143945996434
ACHFF,6,6.806282722513089,20.0,13.193717277486911,94.66143945996434
ACIC,5,4.9079754601227,11.926605504587156,7.018630044464456,-69.1823898666748
ACIC,6,11.926605504587156,20.0,8.073394495412844,-69.1823898666748
ACITF,1,4.150943396226415,15.18987341772152,11.038930021495105,38.461549042244926
ACIU,3,0.5821875387092779,7.8125,7.230312461290723,
ACIU,9,3.2085561497326207,10.989010989010987,7.780454839278367,
ACKAY,8,3.4552845528455287,8.762886597938143,5.307602045092615,18.49368138805145
ACKRF,6,0.4018215912135012,5.769230769230769,5.367409178017268,110.29412098241824
ACKRF,8,5.755395683453238,11.48936170212766,5.733966018674422,110.29412098241824
ACLLF,2,3.1630170316301705,8.423913043478262,5.260896011848091,-10.397172838744323
ACLLF,9,3.7593984962406015,10.15625,6.3968515037593985,-10.397172838744323
ACLS,4,3.636363636363636,12.610619469026547,8.974255832662912,150.2550516362457
ACLTF,2,0.6652957542034595,6.336633663366337,5.671337909162878,11.660159279387992
ACLTF,4,0.4710975299210593,8.26086956521739,7.789772035296331,11.660159279387992
ACLTF,8,0.5016969160395455,6.60377358490566,6.102076668866115,11.660159279387992
ACMB,2,0.6652957542034595,10.625,9.95970424579654,
ACMB,6,3.6231884057971016,9.747292418772563,6.124104012975462,
ACMDY,8,0.5016969160395455,13.333333333333334,12.831636417293788,
ACMR,6,0.4018215912135012,11.891891891891891,11.49007030067839,
ACMT,3,0.5821875387092779,9.67741935483871,9.095231816129433,15.53273484046522
ACMTA,3,6.315789473684211,11.496746203904555,5.180956730220345,6.068397109393307
ACMTA,9,7.142857142857142,14.066496163682864,6.923639020825721,6.068397109393307
ACN,7,1.7467248908296942,16.176470588235293,14.429745697405599,75.62393036739982
ACNB,1,10.476190476190476,18.75,8.273809523809524,-17.463842354350234
ACNDF,2,2.5974025974025974,8.423913043478262,5.826510446075664,-10.75455367089766
ACNDF,7,2.0408163265306123,8.653846153846153,6.6130298273155415,-10.75455367089766
ACNDF,8,8.653846153846153,15.774647887323944,7.120801733477791,-10.75455367089766
ACNFF,2,0.6652957542034595,18.0,17.33470424579654,2.6745354215386103
ACNFF,5,2.941176470588235,8.870967741935484,5.9297912713472485,2.6745354215386103
ACNFF,8,4.545454545454546,15.774647887323944,11.229193341869397,2.6745354215386103
ACNI,2,0.6652957542034595,11.971830985915492,11.306535231712033,-50.98038935949404
ACNI,8,7.6923076923076925,15.774647887323944,8.08234019501625,-50.98038935949404
ACNV,2,3.0534351145038165,9.523809523809524,6.470374409305707,
ACNV,4,5.323193916349809,16.666666666666664,11.343472750316856,
ACNV,6,3.6231884057971016,16.5266106442577,12.9034222384606,
ACNV,8,4.225352112676056,9.25925925925926,5.0339071465832035,
ACOPF,6,13.958810068649884,20.0,6.041189931350116,-46.844514890912
ACOPF,8,3.4552845528455287,9.266409266409266,5.811124713563737,-46.844514890912
ACPS,1,5.426356589147287,12.0,6.573643410852713,0.0
ACPS,4,0.4710975299210593,11.363636363636363,10.892538833715305,0.0
ACR,7,5.454545454545454,11.76470588235294,6.310160427807486,-53.47481969663208
ACRB,5,1.0101010101010102,7.43801652892562,6.4279155188246095,-90.01663871272181
ACRE,1,3.375527426160337,17.5,14.124472573839663,-0.4095690820546743
ACRE,3,4.326923076923077,11.267605633802818,6.940682556879741,-0.4095690820546743
ACRE,7,3.065134099616858,16.176470588235293,13.111336488618436,-0.4095690820546743
ACRFF,4,2.3255813953488373,8.25242718446602,5.926845789117182,-17.037744636587572
ACRG,4,5.323193916349809,14.285714285714285,8.962520369364476,63.69230838922353
ACRG,6,3.636363636363636,9.747292418772563,6.110928782408927,63.69230838922353
ACRL,3,0.5821875387092779,10.638297872340424,10.056110333631146,
ACRL,8,4.545454545454546,24.873096446700508,20.32764190124596,
ACRS,1,0.4216359474762077,14.84375,14.422114052523792,
ACSAF,8,5.263157894736842,13.333333333333334,8.070175438596493,-33.459415028435714
ACSAY,4,0.4710975299210593,11.519607843137257,11.048510313216198,
ACSAY,8,4.678362573099415,13.333333333333334,8.654970760233919,
ACSYF,5,0.4798340033718065,8.722741433021806,8.24290742965,101.75438431381409
ACSYF,8,0.5016969160395455,12.258064516129032,11.756367600089487,101.75438431381409
ACTG,3,5.365853658536586,11.620294599018004,6.254440940481419,146.56750721066163
ACTL,4,3.11284046692607,10.27027027027027,7.1574298033442005,19.999999999985
ACTL,6,5.555555555555555,10.588235294117649,5.032679738562093,19.999999999985
ACTX,1,4.150943396226415,18.75,14.599056603773585,-90.77499036555932
ACU,3,6.25,11.267605633802818,5.017605633802818,62.139677568374985
ACUR,2,5.387205387205387,12.015503875968992,6.628298488763606,58.09035875577639
ACUR,9,5.172413793103448,15.517241379310343,10.344827586206895,58.09035875577639
ACWRF,2,0.6652957542034595,7.865168539325842,7.199872785122383,
ACWRF,3,7.865168539325842,13.461538461538462,5.596369922212619,
ACXIF,3,6.336633663366337,11.688311688311687,5.35167802494535,66.84406592824065
ACXIF,8,8.51063829787234,14.592274678111588,6.081636380239248,66.84406592824065
ADAD,2,0.6652957542034595,10.75268817204301,10.08739241783955,
ADAP,5,3.4246575342465757,11.604095563139932,8.179438028893356,
ADBE,6,12.910798122065728,20.0,7.089201877934272,115.08288345205672
ADC,2,4.225352112676056,11.9533527696793,7.7280006570032445,-12.579484846674143
ADC,9,3.7593984962406015,15.66265060240964,11.903252106169038,-12.579484846674143
ADD,3,1.8867924528301887,7.633587786259542,5.746795333429354,-78.10004223987511
ADDDF,9,6.363636363636363,12.195121951219512,5.831485587583149,0.4303125372071297
ADDYY,9,6.363636363636363,12.195121951219512,5.831485587583149,0.5257659077896285
ADEA,3,4.326923076923077,11.496746203904555,7.169823126981479,-9.647000192798224
ADEA,8,3.4552845528455287,11.728395061728394,8.273110508882866,-9.647000192798224
ADERY,2,0.6652957542034595,8.96551724137931,8.30022148717585,19.230316481626904
ADERY,6,0.4018215912135012,8.21917808219178,7.817356490978279,19.230316481626904
ADERY,9,4.072398190045249,14.066496163682864,9.994097973637615,19.230316481626904
ADFJF,2,6.521739130434782,11.650485436893204,5.128746306458422,40.00000627417321
ADFS,2,7.18954248366013,12.5,5.31045751633987,-94.31792680403164
ADFS,4,10.81081081081081,17.543859649122805,6.733048838311994,-94.31792680403164
ADFS,6,3.389830508474576,10.227272727272728,6.837442218798152,-94.31792680403164
ADFS,7,10.227272727272728,16.176470588235293,5.949197860962565,-94.31792680403164
ADHI,1,12.149532710280374,18.75,6.600467289719626,2.989306002404467
ADHI,9,4.040404040404041,15.517241379310343,11.476837338906304,2.989306002404467
ADHLF,2,5.387205387205387,11.258278145695364,5.871072758489977,-62.96296475151128
ADHLF,6,3.636363636363636,9.064327485380115,5.427963849016479,-62.96296475151128
ADI,3,4.53257790368272,9.67741935483871,5.14484145115599,54.89389155568286
ADI,8,7.042253521126761,13.333333333333334,6.291079812206573,54.89389155568286
ADIA,6,10.1010101010101,16.5266106442577,6.425600543247601,-82.90598217461334
ADIA,9,4.511278195488721,14.156626506024098,9.645348310535377,-82.90598217461334
ADKIL,7,0.4524247136999859,9.523809523809524,9.071384810109539,
ADKIL,9,0.3988341770210155,6.25,5.8511658229789845,
ADLI,2,3.0534351145038165,9.230769230769232,6.177334116265415,-96.15384626147858
ADLRF,2,3.1630170316301705,12.015503875968992,8.852486844338822,-38.49489261397176
ADLRF,9,6.363636363636363,12.857142857142856,6.493506493506493,-38.49489261397176
ADMA,1,2.769230769230769,15.384615384615383,12.615384615384613,-75.19828529360014
ADMA,3,4.326923076923077,10.714285714285714,6.387362637362637,-75.19828529360014
ADMA,6,3.389830508474576,20.0,16.610169491525426,-75.19828529360014
ADMG,7,4.296875,9.523809523809524,5.226934523809524,450.4761994304037
ADMG,8,9.523809523809524,24.873096446700508,15.349286922890984,450.4761994304037
ADMT,4,1.6853932584269662,9.876543209876544,8.191149951449578,-39.24731197870873
ADMT,6,3.896103896103896,11.891891891891891,7.995787995787995,-39.24731197870873
ADMT,9,3.5000000000000004,9.210526315789473,5.710526315789473,-39.24731197870873
ADN,8,0.5016969160395455,15.774647887323944,15.272950971284398,
ADNT,4,4.040404040404041,9.649122807017545,5.608718766613504,
ADOOY,3,8.423913043478262,15.903614457831324,7.4797014143530625,49.77745004458498
ADOOY,6,2.272727272727273,8.540925266903916,6.268197994176642,49.77745004458498
ADP,3,0.966183574879227,21.03004291845493,20.063859343575704,24.65031855413659
ADP,7,3.3707865168539324,10.024449877750612,6.6536633608966795,24.65031855413659
ADPPF,6,0.4018215912135012,5.769230769230769,5.367409178017268,
ADPXY,2,3.1630170316301705,14.814814814814811,11.65179778318464,58.70896696545695
ADPXY,8,4.294478527607362,11.180124223602483,6.885645695995121,58.70896696545695
ADRGF,1,8.333333333333332,18.75,10.416666666666668,92.99516650483883
ADRGF,8,4.225352112676056,9.375,5.149647887323944,92.99516650483883
ADRNY,2,6.521739130434782,11.578947368421051,5.057208237986269,32.615479776712
ADRNY,6,6.8181818181818175,16.5266106442577,9.708428826075885,32.615479776712
ADRZF,6,3.636363636363636,10.588235294117649,6.951871657754013,10.169493560596928
ADRZY,2,3.260869565217391,8.96551724137931,5.704647676161919,31.55465649637022
ADSK,3,6.25,11.496746203904555,5.246746203904555,96.85441811739987
ADST,4,0.4710975299210593,8.641975308641975,8.170877778720916,0.0
ADST,6,0.4018215912135012,16.5266106442577,16.1247890530442,0.0
ADSV,8,3.4552845528455287,14.592274678111588,11.13699012526606,322.4952670102398
ADT,6,0.4018215912135012,7.051282051282051,6.64946046006855,
ADTN,2,3.3854166666666665,11.9533527696793,8.567936103012634,98.77417327029602
ADTN,7,3.225806451612903,10.024449877750612,6.798643426137709,98.77417327029602
ADTR,1,5.421686746987952,12.244897959183673,6.823211212195721,25.00000277179358
ADTR,5,5.487804878048781,12.910798122065728,7.422993244016947,25.00000277179358
ADTTF,4,0.4710975299210593,17.543859649122805,17.072762119201744,218.20561774423192
ADTTF,9,3.937007874015748,12.857142857142856,8.920134983127108,218.20561774423192
ADUS,5,5.369127516778524,13.86861313868613,8.499485621907606,-7.219269607792059
ADVOF,7,5.82010582010582,15.217391304347828,9.397285484242008,107.67999246271329
ADVT,1,6.164383561643835,14.84375,8.679366438356166,-87.34177191581878
ADVT,6,3.389830508474576,8.540925266903916,5.151094758429339,-87.34177191581878
ADWPF,1,5.387205387205387,12.849162011173185,7.461956623967798,-36.44465244564683
ADWPF,6,7.894736842105263,20.0,12.105263157894736,-36.44465244564683
ADWPF,9,2.185792349726776,12.857142857142856,10.67135050741608,-36.44465244564683
ADXDF,5,1.0101010101010102,8.49056603773585,7.480465027634839,267.7999821884553
ADXRF,1,4.215456674473068,18.75,14.534543325526933,66.666672875484
ADXRF,3,7.865168539325842,13.461538461538462,5.596369922212619,66.666672875484
ADYEY,9,0.3988341770210155,13.79310344827586,13.394269271254844,
ADYX,3,4.059040590405904,9.473684210526317,5.414643620120413,-98.37586148194202
ADYYF,7,0.4524247136999859,9.550561797752808,9.098137084052823,
AE,2,5.109489051094891,14.332247557003258,9.222758505908367,4.839615331680468
AE,8,3.636363636363636,9.523809523809524,5.887445887445888,4.839615331680468
AEBZY,6,4.761904761904762,10.227272727272728,5.4653679653679665,-27.85714353833879
AECFF,8,0.5016969160395455,5.777777777777778,5.276080861738232,
AECX,8,4.225352112676056,12.258064516129032,8.032712403452976,3540.0000042574766
AEE,2,2.631578947368421,9.230769230769232,6.5991902834008105,6.998469844392392
AEE,4,3.589743589743589,12.610619469026547,9.020875879282958,6.998469844392392
AEE,7,3.065134099616858,9.266409266409266,6.201275166792408,6.998469844392392
AEE,9,3.7593984962406015,11.452513966480447,7.693115470239846,6.998469844392392
AEG,6,8.722741433021806,16.5266106442577,7.803869211235895,16.613345571572644
AEGY,8,7.4074074074074066,12.5,5.0925925925925934,0.0
AEHR,3,4.326923076923077,11.496746203904555,7.169823126981479,719.1143543581413
AEIS,3,10.294117647058822,15.903614457831324,5.609496810772502,57.12450668717198
AEIS,8,7.575757575757576,14.592274678111588,7.016517102354012,57.12450668717198
AEM,8,4.643962848297214,11.728395061728394,7.08443221343118,-6.178163782564608
AEMD,6,3.636363636363636,9.064327485380115,5.427963849016479,-15.254620124403482
AEMMF,5,0.4798340033718065,8.80281690140845,8.322982898036644,-46.74403259725173
AEMMY,6,3.0303030303030303,10.227272727272728,7.196969696969698,23.93800262933809
AEMMY,9,0.3988341770210155,13.79310344827586,13.394269271254844,23.93800262933809
AEO,5,1.6666666666666667,8.280254777070063,6.613588110403396,62.5829879877714
AEO,6,8.280254777070063,16.5266106442577,8.246355867187638,62.5829879877714
AEOXF,6,0.4018215912135012,10.869565217391305,10.467743626177803,-26.95013594953981
AEP,2,2.631578947368421,11.9533527696793,9.32177382231088,-12.104278559261516
AEP,4,3.589743589743589,11.519607843137257,7.929864253393667,-12.104278559261516
AEP,9,3.7593984962406015,11.452513966480447,7.693115470239846,-12.104278559261516
AEPLF,4,0.4710975299210593,9.395973154362416,8.924875624441357,14.754100154721936
AEPLF,8,0.5016969160395455,6.60377358490566,6.102076668866115,14.754100154721936
AER,7,3.5211267605633805,16.176470588235293,12.655343827671913,4.213541826045546
AERN,2,0.6652957542034595,10.75268817204301,10.08739241783955,0.0
AERN,4,0.4710975299210593,10.606060606060606,10.134963076139547,0.0
AERN,6,3.6231884057971016,10.869565217391305,7.246376811594203,0.0
AERS,9,4.072398190045249,11.363636363636363,7.291238173591115,234.1389723761457
AES,2,3.3854166666666665,8.423913043478262,5.038496376811596,39.53405152011876
AES,7,5.921052631578947,17.02127659574468,11.100223964165734,39.53405152011876
AESO,1,0.4216359474762077,6.896551724137931,6.474915776661723,1450.0000836734955
AESO,3,0.5821875387092779,8.571428571428571,7.989241032719294,1450.0000836734955
AESO,5,5.333333333333334,13.86861313868613,8.535279805352797,1450.0000836734955
AETHF,8,3.755868544600939,9.375,5.619131455399061,
AETUF,2,2.9702970297029703,8.423913043478262,5.453616013775291,120.53966009019976
AEXAY,1,0.4216359474762077,13.924050632911392,13.502414685435184,
AEXAY,4,5.907172995780591,11.519607843137257,5.612434847356665,
AEXE,1,2.769230769230769,12.244897959183673,9.475667189952905,-25.925926524756854
AEXE,9,0.3988341770210155,7.142857142857142,6.744022965836127,-25.925926524756854
AEXFF,2,2.5974025974025974,8.96551724137931,6.368114643976712,-19.99999441206428
AEXFF,9,3.2085561497326207,12.857142857142856,9.648586707410235,-19.99999441206428
AEYE,2,3.1630170316301705,10.294117647058822,7.131100615428652,247.4744296264232
AEYE,4,3.11284046692607,10.27027027027027,7.1574298033442005,247.4744296264232
AEYE,6,3.389830508474576,10.227272727272728,6.837442218798152,247.4744296264232
AEYGQ,2,8.484848484848486,14.332247557003258,5.847399072154772,13.478195913575195
AEYGQ,7,3.491271820448877,10.0,6.508728179551123,13.478195913575195
AEYGQ,9,6.338028169014084,14.156626506024098,7.818598337010014,13.478195913575195
AFCL,1,0.4216359474762077,9.090909090909092,8.669273143432884,900.0
AFCL,5,0.4798340033718065,11.475409836065571,10.995575832693765,900.0
AFCL,6,11.475409836065571,18.181818181818183,6.706408345752612,900.0
AFFL,2,0.6652957542034595,8.571428571428571,7.906132817225112,1900.0001455190527
AFFL,9,0.3988341770210155,10.15625,9.757415822978984,1900.0001455190527
AFFN,1,0.4216359474762077,13.541666666666666,13.120030719190458,99900.0002910375
AFFS,1,0.4216359474762077,13.375796178343949,12.95416023086774,
AFFS,9,5.777777777777778,14.156626506024098,8.378848728246322,
AFFT,8,0.5016969160395455,7.142857142857142,6.641160226817597,
AFFT,9,7.142857142857142,14.156626506024098,7.013769363166956,
AFG,3,4.326923076923077,15.903614457831324,11.576691380908247,26.320020933723463
AFG,6,3.79746835443038,9.064327485380115,5.266859130949735,26.320020933723463
AFGVF,2,0.6652957542034595,6.097560975609756,5.432265221406297,0.0
