Security,Acquisition_Event_Count,Acquisition_Quality_Jump_Sum,Acquisition_Quality_Jump_Avg,Acquisition_Final_Return_Mean,Acquisition_Final_Return_Median,Loss_Event_Count,Loss_Quality_Loss_Sum,Loss_Quality_Loss_Avg,Loss_Final_Return_Mean,Loss_Final_Return_Median,Total_Event_Count,Net_Quality_Delta,Event_Balance_Ratio,Acq_Winsor_Median_Return,Loss_Winsor_Median_Return,Acq_Recency_Weighted_Jump_Sum,Loss_Recency_Weighted_Loss_Sum,Net_Quality_Delta_Recency,Acq_Recency_Winsor_Mean_Return,Loss_Recency_Winsor_Mean_Return,Weighted_Winsor_Final_Return_Recency,Quality_Momentum_Score_Adj,Unique_Clusters,Unique_Blocks,Events_Per_Block,Net_Quality_Delta_Recency_Percentile,Quality_Momentum_Score_Adj_Percentile,Weighted_Winsor_Final_Return_Recency_Percentile,Event_Balance_Ratio_Percentile,Events_Per_Block_Percentile,Composite_Quality_Event_Rank
ALLT,1.0,6.994146847447582,6.994146847447582,102.86666615804036,102.86666615804036,0.0,0.0,0.0,0.0,0.0,1.0,6.994146847447582,1.0,102.86666615804036,0.0,6.719902426908152,0.0,6.719902426908152,102.86666615804036,0.0,102.86666615804036,691.253959563366,1,1,1.0,0.809897879025923,0.9725058915946583,0.8240377062058131,0.94344069128044,0.5003927729772192,0.843912018853103
ACCR,1.0,5.630268968285829,5.630268968285829,203.2567124395527,203.2567124395527,0.0,0.0,0.0,0.0,0.0,1.0,5.630268968285829,1.0,203.2567124395527,0.0,5.630268968285829,0.0,5.630268968285829,203.2567124395527,0.0,203.2567124395527,1144.3899606442099,1,1,1.0,0.7541241162608012,0.9795758051846033,0.8939512961508248,0.94344069128044,0.5003927729772192,0.8432835820895522
ABEPF,1.0,6.366459627329192,6.366459627329192,157.16879638119045,157.16879638119045,0.0,0.0,0.0,0.0,0.0,1.0,6.366459627329192,1.0,157.16879638119045,0.0,5.760610891222723,0.0,5.760610891222723,157.16879638119048,0.0,157.16879638119048,905.3882801938522,1,1,1.0,0.7611940298507462,0.9780047132757266,0.8758837391987431,0.94344069128044,0.5003927729772192,0.8413197172034562
AMXEF,1.0,6.868607006967435,6.868607006967435,131.2232006470313,131.2232006470313,0.0,0.0,0.0,0.0,0.0,1.0,6.868607006967435,1.0,131.2232006470313,0.0,5.971280067225083,0.0,5.971280067225083,131.2232006470313,0.0,131.2232006470313,783.5704823810956,1,1,1.0,0.7714061272584446,0.9756480754124116,0.852317360565593,0.94344069128044,0.5003927729772192,0.8389630793401414
ATHJF,1.0,5.58481514314022,5.58481514314022,130.10936869720226,130.10936869720226,0.0,0.0,0.0,0.0,0.0,1.0,5.58481514314022,1.0,130.10936869720226,0.0,5.58481514314022,0.0,5.58481514314022,130.10936869720226,0.0,130.10936869720226,726.6367725645493,1,1,1.0,0.7517674783974863,0.974076983503535,0.8507462686567164,0.94344069128044,0.5003927729772192,0.8322859387274156
AMLC,1.0,5.596369922212619,5.596369922212619,133.33333850734886,133.33333850734886,0.0,0.0,0.0,0.0,0.0,1.0,5.596369922212619,1.0,133.33333850734886,0.0,4.963534855439581,0.0,4.963534855439581,133.33333850734886,0.0,133.33333850734886,661.8046730733505,1,1,1.0,0.7250589159465829,0.9717203456402199,0.8531029065200314,0.94344069128044,0.5003927729772192,0.824037706205813
AMKAF,1.0,5.378863966075215,5.378863966075215,128.6170662676216,128.6170662676216,0.0,0.0,0.0,0.0,0.0,1.0,5.378863966075215,1.0,128.6170662676216,0.0,4.866997383030159,0.0,4.866997383030159,128.6170662676216,0.0,128.6170662676216,625.9789249375309,1,1,1.0,0.7195600942655145,0.9701492537313433,0.8476040848389631,0.94344069128044,0.5003927729772192,0.8208169677926159
AETUF,1.0,5.453616013775291,5.453616013775291,120.53966009019976,120.53966009019976,0.0,0.0,0.0,0.0,0.0,1.0,5.453616013775291,1.0,120.53966009019976,0.0,4.741145994278357,0.0,4.741145994278357,120.53966009019976,0.0,120.53966009019976,571.4961265883253,1,1,1.0,0.713668499607227,0.9685781618224666,0.8436763550667714,0.94344069128044,0.5003927729772192,0.8177926158680283
AUB,2.0,12.424491141747055,6.212245570873527,0.1704584259059087,0.1704584259059087,0.0,0.0,0.0,0.0,0.0,2.0,12.424491141747055,1.0,0.1704584259059087,0.0,12.216496480437158,0.0,12.216496480437158,0.1704584259059087,0.0,0.1704584259059087,2.082404760140392,2,2,1.0,0.9489395129615082,0.9308719560094265,0.5113904163393559,0.94344069128044,0.5003927729772192,0.8106048703849175
BBBT,1.0,6.519756838905775,6.519756838905775,42.02737476417956,42.02737476417956,0.0,0.0,0.0,0.0,0.0,1.0,6.519756838905775,1.0,42.02737476417956,0.0,6.519756838905775,0.0,6.519756838905775,42.02737476417956,0.0,42.02737476417956,274.0082640400157,1,1,1.0,0.798114689709348,0.9497250589159466,0.6983503534956795,0.94344069128044,0.5003927729772192,0.8084053417124902
BB,1.0,5.211368780580366,5.211368780580366,85.72804529497468,85.72804529497468,0.0,0.0,0.0,0.0,0.0,1.0,5.211368780580366,1.0,85.72804529497468,0.0,4.530546367097774,0.0,4.530546367097774,85.72804529497469,0.0,85.72804529497469,388.39488416954094,1,1,1.0,0.7077769049489395,0.9607227022780833,0.7996857816182247,0.94344069128044,0.5003927729772192,0.8048703849175177
ASM,1.0,5.538579067990832,5.538579067990832,56.046065558852,56.046065558852,0.0,0.0,0.0,0.0,0.0,1.0,5.538579067990832,1.0,56.046065558852,0.0,5.428907854449179,0.0,5.428907854449179,56.046065558852,0.0,56.046065558852,304.2689255234252,1,1,1.0,0.7439120188531029,0.9512961508248232,0.7391987431264729,0.94344069128044,0.5003927729772192,0.8007855459544383
ARTW,1.0,5.038496376811596,5.038496376811596,79.03711212972281,79.03711212972281,0.0,0.0,0.0,0.0,0.0,1.0,5.038496376811596,1.0,79.03711212972281,0.0,4.380258319208205,0.0,4.380258319208205,79.03711212972281,0.0,79.03711212972281,346.2029679324101,1,1,1.0,0.7054202670856246,0.9560094265514533,0.786331500392773,0.94344069128044,0.5003927729772192,0.800078554595444
BBSRF,1.0,7.791164658634536,7.791164658634536,21.117229452156884,21.117229452156884,0.0,0.0,0.0,0.0,0.0,1.0,7.791164658634536,1.0,21.117229452156884,0.0,6.639192572668472,0.0,6.639192572668472,21.117229452156884,0.0,21.117229452156884,140.2013529340959,1,1,1.0,0.8043990573448547,0.9410840534171249,0.6166535742340927,0.94344069128044,0.5003927729772192,0.7913589945011784
AZNCF,1.0,5.818031772230246,5.818031772230246,33.39549169176742,33.39549169176742,0.0,0.0,0.0,0.0,0.0,1.0,5.818031772230246,1.0,33.39549169176742,0.0,4.957799638714084,0.0,4.957799638714084,33.39549169176742,0.0,33.39549169176742,165.5681566441237,1,1,1.0,0.7238805970149254,0.9442262372348782,0.6684996072270227,0.94344069128044,0.5003927729772192,0.7785153181461116
AZN,1.0,5.818031772230246,5.818031772230246,31.394428936759965,31.394428936759965,0.0,0.0,0.0,0.0,0.0,1.0,5.818031772230246,1.0,31.394428936759965,0.0,4.957799638714084,0.0,4.957799638714084,31.394428936759965,0.0,31.394428936759965,155.64728844030353,1,1,1.0,0.7238805970149254,0.9426551453260016,0.6598586017282011,0.94344069128044,0.5003927729772192,0.7763157894736842
BEEM,3.0,28.305192057204486,9.435064019068163,394.6558008838592,394.6558008838592,1.0,8.436607339046363,8.436607339046363,394.6558008838592,394.6558008838592,4.0,19.868584718158125,0.75,394.6558008838592,394.6558008838592,26.532785852536563,8.105803233630729,18.426982618905832,394.6558008838592,394.6558008838592,394.6558008838592,0.0,4,4,1.0,0.9960722702278083,0.49057344854674,0.9363707776904949,0.8735271013354281,0.5003927729772192,0.7706598586017284
AMMCF,1.0,5.55813953488372,5.55813953488372,15.984554285209388,15.984554285209388,0.0,0.0,0.0,0.0,0.0,1.0,5.55813953488372,1.0,15.984554285209388,0.0,5.55813953488372,0.0,5.55813953488372,15.984554285209388,0.0,15.984554285209388,88.84438312011729,1,1,1.0,0.7494108405341713,0.9371563236449332,0.593872741555381,0.94344069128044,0.5003927729772192,0.7691280439905733
ASPN,5.0,35.40821505785234,7.081643011570468,682.1237291781542,682.1237291781542,2.0,20.951219127012163,10.475609563506081,682.1237291781542,682.1237291781542,7.0,14.456995930840176,0.7142857142857143,682.1237291781542,682.1237291781542,32.87515957422458,18.622010048014335,14.253149526210247,682.1237291781541,682.1237291781542,682.1237291781542,0.0,7,7,1.0,0.9732914375490966,0.49057344854674,0.9575805184603299,0.8656716417910447,0.5003927729772192,0.7672820109976434
ACKAY,1.0,5.307602045092615,5.307602045092615,18.49368138805145,18.49368138805145,0.0,0.0,0.0,0.0,0.0,1.0,5.307602045092615,1.0,18.49368138805145,0.0,5.202504483040002,0.0,5.202504483040002,18.49368138805145,0.0,18.49368138805145,96.2134603292511,1,1,1.0,0.7344854673998429,0.9379418695993715,0.6040848389630793,0.94344069128044,0.5003927729772192,0.7669285153181461
AXIM,1.0,7.491818606825619,7.491818606825619,1.104870897815575,1.104870897815575,0.0,0.0,0.0,0.0,0.0,1.0,7.491818606825619,1.0,1.104870897815575,0.0,6.513074203957861,0.0,6.513074203957861,1.104870897815575,0.0,1.104870897815575,7.196106143266383,1,1,1.0,0.7973291437549097,0.9316575019638649,0.5168892380204242,0.94344069128044,0.5003927729772192,0.7664571877454832
ARYMF,2.0,21.96316173773613,10.981580868868065,782.3529435100564,782.3529435100564,1.0,5.991423874171624,5.991423874171624,782.3529435100564,782.3529435100564,3.0,15.971737863564506,0.6666666666666666,782.3529435100564,782.3529435100564,20.486056023539696,5.756496783789194,14.729559239750502,782.3529435100564,782.3529435100564,782.3529435100564,0.0,3,3,1.0,0.97643362136685,0.49057344854674,0.9607227022780833,0.802827965435978,0.5003927729772192,0.7625687352710134
ANAS,3.0,21.12502339335028,7.041674464450093,1101.141192589713,1101.141192589713,1.0,8.800813008130078,8.800813008130078,1101.141192589713,1101.141192589713,4.0,12.324210385220201,0.75,1101.141192589713,1101.141192589713,19.845141241896133,8.455728194165768,11.389413047730365,1101.1411925897132,1101.141192589713,1101.1411925897132,0.0,4,4,1.0,0.9347996857816182,0.49057344854674,0.9717203456402199,0.8735271013354281,0.5003927729772192,0.7593479968578163
ASNCF,3.0,23.35152062395287,7.78384020798429,175.86327453268942,175.86327453268945,1.0,7.343557855170653,7.343557855170653,175.86327453268945,175.86327453268945,4.0,16.007962768782214,0.75,175.86327453268945,175.86327453268945,21.880809181336424,7.198145666989675,14.68266351434675,175.86327453268945,175.86327453268945,175.86327453268945,0.0,4,4,1.0,0.9756480754124116,0.49057344854674,0.8853102906520032,0.8735271013354281,0.5003927729772192,0.7543205027494109
BGNX,2.0,21.7479013883446,10.8739506941723,209.9999941792464,209.9999941792464,1.0,6.69877012476283,6.69877012476283,209.9999941792464,209.9999941792464,3.0,15.04913126358177,0.6666666666666666,209.9999941792464,209.9999941792464,21.117021604483984,6.183744202855012,14.933277401628972,209.9999941792464,209.99999417924644,209.9999941792464,0.0,3,3,1.0,0.9803613511390417,0.49057344854674,0.8970934799685781,0.802827965435978,0.5003927729772192,0.7510212097407699
AMNI,4.0,30.104623837357316,7.526155959339329,129.4009841424029,129.4009841424029,1.0,14.132449425423866,14.132449425423866,129.4009841424029,129.4009841424029,5.0,15.97217441193345,0.8,129.4009841424029,129.4009841424029,28.80705077707596,13.578308157301569,15.228742619774392,129.4009841424029,129.4009841424029,129.4009841424029,0.0,5,5,1.0,0.9842890809112333,0.49057344854674,0.8499607227022781,0.8837391987431265,0.5003927729772192,0.7508641005498822
AFNL,4.0,27.279316913327097,6.819829228331774,116.00000000000004,116.00000000000004,1.0,10.86861313868613,10.86861313868613,116.00000000000004,116.00000000000004,5.0,16.410703774640965,0.8,116.00000000000004,116.00000000000004,25.52576634347323,10.235674383262381,15.290091960210848,116.00000000000004,116.00000000000004,116.00000000000004,0.0,5,5,1.0,0.98586017282011,0.49057344854674,0.835820895522388,0.8837391987431265,0.5003927729772192,0.7485074626865672
BCHMF,2.0,24.002446542169444,12.001223271084722,373.7945566990687,373.7945566990687,1.0,10.36786830135176,10.36786830135176,373.7945566990687,373.7945566990687,3.0,13.634578240817685,0.6666666666666666,373.7945566990687,373.7945566990687,21.896230273970016,9.961338370460906,11.93489190350911,373.7945566990687,373.7945566990687,373.79455669906866,0.0,3,3,1.0,0.9457973291437549,0.49057344854674,0.9300864100549883,0.802827965435978,0.5003927729772192,0.7472505891594659
AQQSQ,2.0,18.869974125390172,9.434987062695086,400.0,400.0,1.0,7.313536712678344,7.313536712678344,400.0,400.0,3.0,11.556437412711828,0.6666666666666666,400.0,400.0,18.470001360927583,7.026768836394152,11.443232524533432,400.0,400.0,400.0,0.0,3,3,1.0,0.9355852317360566,0.49057344854674,0.9379418695993715,0.802827965435978,0.5003927729772192,0.745758051846033
BBBK,1.0,5.715617715617717,5.715617715617717,0.2184996358339278,0.2184996358339278,0.0,0.0,0.0,0.0,0.0,1.0,5.715617715617717,1.0,0.2184996358339278,0.0,4.870528136468883,0.0,4.870528136468883,0.2184996358339278,0.0,0.2184996358339278,1.0642086241373498,1,1,1.0,0.7203456402199528,0.9300864100549883,0.5121759622937941,0.94344069128044,0.5003927729772192,0.7419481539670071
AGGI,2.0,22.775035358462915,11.387517679231458,372.10359370744646,372.10359370744646,1.0,11.882647795960487,11.882647795960487,372.10359370744646,372.10359370744646,3.0,10.892387562502428,0.6666666666666666,372.10359370744646,372.10359370744646,21.836000747103288,11.416722511525466,10.419278235577822,372.10359370744646,372.10359370744646,372.10359370744646,0.0,3,3,1.0,0.9151610369206599,0.49057344854674,0.9293008641005499,0.802827965435978,0.5003927729772192,0.7379025923016497
ASKH,2.0,16.88796054926919,8.443980274634596,352.72377303098506,352.72377303098506,1.0,5.201837873318017,5.201837873318017,352.72377303098506,352.72377303098506,3.0,11.686122675951175,0.6666666666666666,352.72377303098506,352.72377303098506,15.237273542969579,4.997870892866532,10.239402650103047,352.723773030985,352.72377303098506,352.723773030985,0.0,3,3,1.0,0.9128043990573449,0.49057344854674,0.9245875883739199,0.802827965435978,0.5003927729772192,0.7362529457973293
BABLD,2.0,17.68325472262363,8.841627361311815,599.0384550908441,599.0384550908441,1.0,8.313057583130576,8.313057583130576,599.0384550908441,599.0384550908441,3.0,9.370197139493055,0.6666666666666666,599.0384550908441,599.0384550908441,17.038907563312765,7.828942797435968,9.209964765876798,599.0384550908441,599.0384550908441,599.0384550908441,0.0,3,3,1.0,0.891987431264729,0.49057344854674,0.9524744697564808,0.802827965435978,0.5003927729772192,0.7355852317360566
BABL,2.0,17.68325472262363,8.841627361311815,599.0384550908441,599.0384550908441,1.0,8.313057583130576,8.313057583130576,599.0384550908441,599.0384550908441,3.0,9.370197139493055,0.6666666666666666,599.0384550908441,599.0384550908441,17.038907563312765,7.828942797435968,9.209964765876798,599.0384550908441,599.0384550908441,599.0384550908441,0.0,3,3,1.0,0.891987431264729,0.49057344854674,0.9524744697564808,0.802827965435978,0.5003927729772192,0.7355852317360566
AZTA,3.0,25.146019112000683,8.382006370666895,150.0972202671736,150.0972202671736,1.0,13.319327731092436,13.319327731092436,150.0972202671736,150.0972202671736,4.0,11.826691380908247,0.75,150.0972202671736,150.0972202671736,23.611086764249976,13.05558737135468,10.555499392895296,150.0972202671736,150.0972202671736,150.0972202671736,0.0,4,4,1.0,0.9167321288295365,0.49057344854674,0.8703849175176748,0.8735271013354281,0.5003927729772192,0.7336606441476827
BAJFF,4.0,27.04047337080341,6.760118342700853,52.21164079899334,52.21164079899334,1.0,6.354978354978353,6.354978354978353,52.21164079899334,52.21164079899334,5.0,20.685495015825058,0.8,52.21164079899334,52.21164079899334,25.313291019258326,5.750222206393023,19.563068812865303,52.21164079899334,52.21164079899334,52.21164079899334,0.0,5,5,1.0,1.0,0.49057344854674,0.7289866457187746,0.8837391987431265,0.5003927729772192,0.7313825608798115
ABGSF,2.0,19.35015043790301,9.675075218951505,110.26191062269052,110.26191062269052,1.0,5.895691609977324,5.895691609977324,110.26191062269052,110.26191062269052,3.0,13.454458827925688,0.6666666666666666,110.26191062269052,110.26191062269052,17.858780345696097,5.125468054505431,12.733312291190666,110.26191062269052,110.26191062269052,110.26191062269054,0.0,3,3,1.0,0.9560094265514533,0.49057344854674,0.8303220738413197,0.802827965435978,0.5003927729772192,0.7303613511390417
ASPR,2.0,33.71088659659673,16.855443298298365,200.000021827838,200.000021827838,1.0,24.699641129661416,24.699641129661416,200.000021827838,200.000021827838,3.0,9.011245466935314,0.6666666666666666,200.000021827838,200.000021827838,30.983372696407475,21.472836427466216,9.510536268941259,200.000021827838,200.000021827838,200.00002182783797,0.0,3,3,1.0,0.8978790259230165,0.49057344854674,0.8931657501963864,0.802827965435978,0.5003927729772192,0.725490966221524
AHNR,3.0,27.210155472708657,9.070051824236218,136.36363913451356,136.36363913451356,2.0,14.832103427689473,7.416051713844737,136.36363913451356,136.36363913451356,5.0,12.378052045019183,0.6,136.36363913451356,136.36363913451356,25.801645365202138,13.810760103498179,11.990885261703959,136.36363913451356,136.36363913451356,136.36363913451356,0.0,5,5,1.0,0.9465828750981933,0.49057344854674,0.8570306362922231,0.7128829536527886,0.5003927729772192,0.7238805970149255
AIMLF,2.0,21.054358338906745,10.527179169453373,389.366326666933,389.366326666933,1.0,13.52813852813853,13.52813852813853,389.366326666933,389.366326666933,3.0,7.526219810768215,0.6666666666666666,389.366326666933,389.366326666933,20.20318961448779,12.240765936633654,7.962423677854137,389.366326666933,389.366326666933,389.366326666933,0.0,3,3,1.0,0.8601728201099764,0.49057344854674,0.9340141398271798,0.802827965435978,0.5003927729772192,0.7223487824037707
AABVF,2.0,15.722365871948632,7.861182935974316,306.6666679084305,306.6666679084305,1.0,7.174914097379679,7.174914097379679,306.6666679084305,306.6666679084305,3.0,8.547451774568954,0.6666666666666666,306.6666679084305,306.6666679084305,15.10732728008241,6.757079628425824,8.350247651656586,306.66666790843055,306.6666679084305,306.66666790843055,0.0,3,3,1.0,0.8703849175176748,0.49057344854674,0.9183032207384132,0.802827965435978,0.5003927729772192,0.7222702278083268
AVVH,1.0,6.349632080647696,6.349632080647696,48100.00092259141,48100.00092259141,1.0,8.099382369455363,8.099382369455363,48100.00092259141,48100.00092259141,2.0,-1.7497502888076664,0.5,6053.799748193983,8056.435957581158,6.349632080647696,7.627711059490617,-1.2780789788429203,6053.799748193983,8056.435957581158,7055.11785288757,2559.527241487417,2,2,1.0,0.4257659073055774,0.9866457187745483,0.9945011783189317,0.49410840534171246,0.5003927729772192,0.7220738413197172
BBTT,2.0,27.958454597923147,13.979227298961574,203.3333327124519,203.3333327124519,1.0,18.53448275862069,18.53448275862069,203.3333327124519,203.3333327124519,3.0,9.423971839302457,0.6666666666666666,203.3333327124519,203.3333327124519,24.692104884028407,16.113105225064075,8.578999658964332,203.3333327124519,203.33333271245186,203.3333327124519,0.0,3,3,1.0,0.8774548311076198,0.49057344854674,0.8947368421052632,0.802827965435978,0.5003927729772192,0.7196779261586803
ARES,2.0,16.354856175240723,8.177428087620362,165.92974332055374,165.92974332055374,1.0,6.994979679655749,6.994979679655749,165.92974332055374,165.92974332055374,3.0,9.359876495584974,0.6666666666666666,165.92974332055374,165.92974332055374,15.369878610306223,6.994979679655749,8.374898930650474,165.9297433205537,165.92974332055374,165.9297433205537,0.0,3,3,1.0,0.8719560094265515,0.49057344854674,0.8790259230164965,0.802827965435978,0.5003927729772192,0.7148860958366066
ALVLF,3.0,22.51536055539011,7.505120185130036,349.99999329447814,349.99999329447814,1.0,15.5,15.5,349.99999329447814,349.99999329447814,4.0,7.01536055539011,0.75,349.99999329447814,349.99999329447814,20.63709466499664,13.74726676911594,6.889827895880698,349.99999329447814,349.99999329447814,349.99999329447814,0.0,4,4,1.0,0.816967792615868,0.49057344854674,0.9238020424194815,0.8735271013354281,0.5003927729772192,0.7144147682639435
AVRI,3.0,36.276093960592064,12.092031320197355,8004.767951500605,8004.767951500605,4.0,35.49088752195618,8.872721880489046,8004.767951500605,8004.767951500605,7.0,0.7852064386358819,0.42857142857142855,6053.799748193983,8004.767951500605,32.61974765542124,32.83294533255388,-0.2131976771326336,6053.799748193983,8004.767951500606,7168.638721512053,415.94188910459945,7,7,1.0,0.48546739984289083,0.9615082482325216,0.9968578161822467,0.30086410054988216,0.5003927729772192,0.7135899450117832
BCCEF,2.0,13.278650119538185,6.639325059769092,668.5345020896564,668.5345020896564,1.0,5.8041351010101,5.8041351010101,668.5345020896564,668.5345020896564,3.0,7.474515018528084,0.6666666666666666,668.5345020896564,668.5345020896564,12.279305768282143,5.466128586262744,6.813177182019399,668.5345020896564,668.5345020896564,668.5345020896564,0.0,2,3,1.0,0.8138256087981147,0.49057344854674,0.9567949725058916,0.802827965435978,0.5003927729772192,0.7130007855459545
AOAO,3.0,26.868829982123874,8.956276660707958,90.9158281112492,90.9158281112492,2.0,14.97115870462009,7.485579352310045,90.9158281112492,90.9158281112492,5.0,11.897671277503784,0.6,90.9158281112492,90.9158281112492,25.993080169876123,14.334267917685066,11.658812252191057,90.9158281112492,90.9158281112492,90.9158281112492,0.0,5,5,1.0,0.9402985074626866,0.49057344854674,0.8043990573448547,0.7128829536527886,0.5003927729772192,0.7114689709347998
AMTY,3.0,22.01912145584818,7.339707151949393,186.3636389036075,186.36363890360752,2.0,12.972844676808872,6.486422338404436,186.36363890360752,186.36363890360752,5.0,9.046276779039307,0.6,186.36363890360752,186.36363890360752,19.697896277775207,11.701837673345258,7.996058604429949,186.36363890360752,186.36363890360752,186.36363890360752,0.0,5,5,1.0,0.8625294579732914,0.49057344854674,0.8868813825608798,0.7128829536527886,0.5003927729772192,0.7046347211311862
AIAGF,3.0,29.26015670567651,9.753385568558837,118.3622870123376,118.3622870123376,2.0,18.939982808051855,9.469991404025928,118.3622870123376,118.3622870123376,5.0,10.320173897624656,0.6,118.3622870123376,118.3622870123376,26.447036779813516,17.310965958724665,9.13607082108885,118.3622870123376,118.36228701233762,118.3622870123376,0.0,5,5,1.0,0.8908091123330715,0.49057344854674,0.8405341712490181,0.7128829536527886,0.5003927729772192,0.7038491751767478
AMFL,2.0,15.370437689728623,7.685218844864312,1214.1414026702128,1214.1414026702128,1.0,8.403254513094328,8.403254513094328,1214.1414026702128,1214.1414026702128,3.0,6.967183176634295,0.6666666666666666,1214.1414026702128,1214.1414026702128,13.856824843474342,7.913887067114013,5.9429377763603295,1214.1414026702128,1214.1414026702128,1214.1414026702128,0.0,3,3,1.0,0.7706205813040062,0.49057344854674,0.9732914375490966,0.802827965435978,0.5003927729772192,0.703338570306363
