Security,Pattern,Early_Quality,Late_Quality,Change,Final_Return
AAMMF,Mixed/Unstable,0.5563730801296484,7.47653391096014,6.920160830830492,
AAMTF,Mixed/Unstable,5.746895091287178,16.139447718395086,10.392552627107907,28.86363608654866
AAN,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AANNF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AAOI,Breakout (left high performers),10.245338170615224,2.694007068553035,-7.551331102062189,-32.34013832585939
AAON,Mixed/Unstable,9.016932166454966,8.607402899072197,-0.4095292673827693,40.51058396036584
AAP,Mixed/Unstable,11.437010701716583,8.049734531230627,-3.387276170485956,28.648819920001245
AAPI,Mixed/Unstable,6.19999793965242,6.55941146067003,0.35941352101761037,-36.17021211837416
AAPJ,Mixed/Unstable,7.0201665067927195,8.27936785665762,1.2592013498649006,67.98275522141128
AAPL,Mixed/Unstable,8.201598468602256,8.45450334193634,0.2529048733340833,135.91643956855697
AAPT,Mixed/Unstable,6.1089833980351536,8.79391164527294,2.684928247237787,23414.286277654373
AAQL,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AARTY,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AASP,Mixed/Unstable,4.5856043541896225,6.9352189741474035,2.349614619957781,34.504131106769826
AASZF,Mixed/Unstable,0.5563730801296484,8.509822398711288,7.953449318581639,
AAT,Mixed/Unstable,7.448492819186034,6.209697897828343,-1.238794921357691,-19.99578974313443
AATC,Mixed/Unstable,11.374977425979417,5.398407409773177,-5.97657001620624,55.40712555475163
AATGF,Stayed with low performers,4.860904988289872,3.770469341378886,-1.090435646910986,256.60000445793105
AATRL,Mixed/Unstable,6.247212931995541,4.396440076618345,-1.8507728553771967,18.100041118321617
AATV,Mixed/Unstable,9.875170373267919,6.471360023991603,-3.4038103492763154,39.450982775426056
AAUAF,Mixed/Unstable,7.6675456560159345,6.597770907286538,-1.0697747487293965,-40.24577741384662
AAUCF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AAUGF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AAUKF,Mixed/Unstable,4.615647857151502,7.603154664287293,2.987506807135791,41.55494750672908
AAVMY,Stayed with low performers,0.5563730801296484,4.052936412918641,3.496563332788993,
AAVVF,Mixed/Unstable,7.727458223895719,4.170985092954705,-3.556473130941014,219.7837088510599
AAVXF,Mixed/Unstable,0.5563730801296484,5.586078477593884,5.029705397464236,
AAWH,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AAYYY,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AB,Mixed/Unstable,8.012402130569988,6.897101782324164,-1.1153003482458246,76.90983368915883
ABANF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABAT,Mixed/Unstable,3.793683116246163,7.241140044250682,3.447456928004519,
ABBB,Mixed/Unstable,11.786381739563637,5.902141340083209,-5.884240399480428,-12.155554029676647
ABBNY,Mixed/Unstable,6.614584220994698,3.740487155121302,-2.874097065873396,66.17969426540652
ABBRF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABBV,Mixed/Unstable,6.124390029407984,3.3664360344543365,-2.757953994953647,41.72991788990662
ABBY,Mixed/Unstable,10.943613329135587,6.888583832464832,-4.055029496670755,-97.64150952785808
ABCB,Mixed/Unstable,8.473597359735974,6.911927365396463,-1.5616699943395114,23.93284896799408
ABCCF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,0.0
ABCE,Mixed/Unstable,5.139726419560975,5.365362882108106,0.225636462547131,-97.762468290065
ABCFF,Mixed/Unstable,6.696762506932759,5.018131607230467,-1.6786308997022923,95.45454976479871
ABCL,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABCP,Breakout (left high performers),11.123578870265176,4.8571212465017775,-6.266457623763398,10.397668568916
ABCZF,Mixed/Unstable,14.217596129360835,6.976976976976978,-7.240619152383857,36.88770227924779
ABDBY,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABDDF,Mixed/Unstable,0.5563730801296484,8.744226878888506,8.187853798758859,
ABEO,Mixed/Unstable,7.130986860305594,2.948796590525126,-4.1821902697804685,-55.80808080808081
ABEPF,Stayed with low performers,1.8209799891286018,3.4633445474400006,1.6423645583113988,157.16879638119045
ABEV,Mixed/Unstable,5.222725368236348,6.84954903089618,1.6268236626598327,-38.929439501382525
ABG,Mixed/Unstable,5.723522660545561,11.933394411805912,6.2098717512603505,96.91249410152818
ABGOF,Mixed/Unstable,8.658270453564185,4.294779911732701,-4.363490541831484,577.7523102353399
ABGSF,Mixed/Unstable,6.917459229894995,6.52372082895639,-0.3937384009386049,110.26191062269052
ABHBY,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABILF,Mixed/Unstable,9.451869183253491,4.485033454903162,-4.966835728350329,-92.08095375146904
ABIT,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABL,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABLLW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABLT,Mixed/Unstable,6.550189531840908,8.421573596752998,1.8713840649120899,-62.37915090374106
ABLV,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABLVW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABLZF,Mixed/Unstable,6.614584220994698,4.355959001628293,-2.2586252193664045,70.59449259938492
ABM,Mixed/Unstable,8.289831170176319,8.866649922092266,0.5768187519159476,23.32708931919681
ABMBF,Mixed/Unstable,9.307202780881996,10.842724595114532,1.5355218142325366,24.19354854215577
ABMC,Mixed/Unstable,10.694444444444443,6.4609702272407405,-4.233474217203702,-36.01819777855874
ABMRF,Stayed with low performers,0.5563730801296484,4.2049909423487275,3.648617862219079,
ABMT,Mixed/Unstable,10.103844399271287,5.530895688616148,-4.5729487106551385,63.016390727496095
ABNAF,Mixed/Unstable,8.736599633451332,7.065752599460464,-1.670847033990868,-41.14309474352594
ABNB,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABOIF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABOS,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABPR,Mixed/Unstable,10.866308808083568,9.436312470031694,-1.4299963380518736,-65.79804715200382
ABQQ,Mixed/Unstable,0.5563730801296484,7.530101895830796,6.973728815701148,
ABR,Mixed/Unstable,6.303489747422595,10.538242822199395,4.2347530747768,39.69636023244955
ABRMF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABSCF,Mixed/Unstable,4.352920895865053,5.242265864217084,0.8893449683520309,
ABSI,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABSOF,Mixed/Unstable,0.5563730801296484,5.97029100086728,5.413917920737632,
ABSSF,Mixed/Unstable,9.68618768851057,4.412969473999891,-5.2732182145106785,409.0207113694114
ABT,Mixed/Unstable,6.765071348404682,8.880330410378024,2.115259061973342,43.77997069302605
ABTI,Mixed/Unstable,0.5563730801296484,5.242646640496102,4.686273560366454,53.22834330517452
ABTS,Mixed/Unstable,8.912016665966295,5.915510561179853,-2.996506104786442,298.9682398611867
ABTZY,Mixed/Unstable,4.791214996130985,5.318532587019768,0.5273175908887833,-2.4469713875526176
ABUS,Mixed/Unstable,8.744665570015748,5.116959064327485,-3.6277065056882627,366.66667194725534
ABVC,Mixed/Unstable,7.261686192224748,4.2146181490443775,-3.0470680431803707,-61.20574482957541
ABVE,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABVEW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABVN,Joined high performers,0.5563730801296484,10.07087225509301,9.514499174963362,
ABVX,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABWN,Mixed/Unstable,0.5563730801296484,5.850231469410694,5.293858389281046,
ABXXF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ABZPY,Stayed with low performers,4.44683551624223,0.4177926418194386,-4.0290428744227915,-19.714282807849703
AC,Mixed/Unstable,2.9840334136685036,6.278139831662867,3.2941064179943633,
ACA,Mixed/Unstable,0.5563730801296484,6.431121194235405,5.874748114105756,
ACAB,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACAC,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACAD,Mixed/Unstable,8.041579989563004,10.535569156258811,2.4939891666958065,-58.91534614376225
ACAI,Mixed/Unstable,7.819079114125434,9.170353207911893,1.3512740937864587,-43.84422154183609
ACAN,Breakout (left high performers),12.132352941176471,3.493136901981826,-8.639216039194645,20.04095874925251
ACAZF,Mixed/Unstable,12.81157925894768,5.495495495495496,-7.316083763452183,14.925375391577123
ACB,Mixed/Unstable,8.429536255623214,6.010404554093874,-2.4191317015293397,-84.15583524248392
ACBD,Mixed/Unstable,0.5563730801296484,8.67919901700178,8.122825936872133,
ACBM,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACCD,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACCFF,Mixed/Unstable,5.485663160943248,5.892483490642559,0.40682032969931115,9.351499961614977
ACCMF,Stayed with low performers,0.5563730801296484,1.4301205338450458,0.8737474537153974,
ACCO,Mixed/Unstable,7.437754733529381,8.85888849915573,1.4211337656263492,-10.621343248442306
ACCR,Mixed/Unstable,8.940107898565985,9.612605379365716,0.6724974807997306,203.2567124395527
ACCYY,Mixed/Unstable,7.321003321611232,6.112185527575231,-1.2088177940360012,-13.377221446221336
ACDC,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACDSF,Mixed/Unstable,10.867215380489718,7.948717948717949,-2.918497431771769,-3.5186761293366224
ACDVF,Mixed/Unstable,5.113042821376155,9.62297954167873,4.509936720302575,
ACDXF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACEHF,Mixed/Unstable,14.822839831401476,6.431924882629108,-8.390914948772368,-41.66666511446233
ACEJF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACEL,Mixed/Unstable,0.5563730801296484,8.511186123126421,7.954813042996773,
ACET,Mixed/Unstable,0.5563730801296484,6.336260771339265,5.779887691209616,
ACEYY,Stayed with low performers,2.572952018034085,4.07792277228479,1.5049707542507051,217.96610043467345
ACFN,Mixed/Unstable,6.585092694993168,8.014961502427797,1.4298688074346284,136.882127748005
ACGAF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACGBF,Mixed/Unstable,6.574942160556977,3.1560680586155647,-3.418874101941412,-16.86746609852956
ACGBY,Mixed/Unstable,5.702435038049855,4.991738315338453,-0.7106967227114023,-16.64213434389809
ACGI,Mixed/Unstable,6.315845765944907,8.534172661870505,2.218326895925598,-79.16666792985238
ACGL,Stayed with high performers,12.08719846103007,10.088178955747935,-1.999019505282135,-5.568791533132823
ACGX,Mixed/Unstable,7.9751826930034015,7.049411393584836,-0.9257712994185656,-26.272759480365654
ACGYF,Mixed/Unstable,7.516316381118216,4.494998779759476,-3.0213176013587395,-21.999998092651367
ACHC,Mixed/Unstable,8.97007862754599,5.362723647484344,-3.607354980061645,103.62710803183452
ACHFF,Mixed/Unstable,8.743149015257858,5.111297953118879,-3.6318510621389786,94.66143945996434
ACHKF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACHL,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACHR,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACHV,Mixed/Unstable,8.85128034953819,4.5998969892775206,-4.251383360260669,-70.32786854276902
ACI,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACIC,Mixed/Unstable,12.37182188509622,6.716868585115361,-5.654953299980858,-69.1823898666748
ACITF,Mixed/Unstable,6.641001450885738,0.4177926418194386,-6.223208809066299,38.461549042244926
ACIU,Mixed/Unstable,0.5563730801296484,6.157023804082627,5.600650723952978,
ACIW,Mixed/Unstable,6.501446084779418,10.56923037599366,4.067784291214243,-1.5388059045578066
ACIXF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACJJF,Breakout (left high performers),11.260122978872978,2.1045336067991993,-9.155589372073779,0.0
ACKAF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACKAY,Mixed/Unstable,7.34723816813369,6.2949459391501135,-1.0522922289835765,18.49368138805145
ACKDF,Stayed with high performers,13.306371957449526,10.079677786533578,-3.2266941709159482,-8.18457433686288
ACKRF,Mixed/Unstable,8.587678773686756,10.969135995996846,2.3814572223100896,110.29412098241824
ACLEW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACLHF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACLIF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACLLF,Mixed/Unstable,5.467814612192107,5.353857081007239,-0.11395753118486862,-10.397172838744323
ACLLY,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACLS,Mixed/Unstable,9.231359832247769,5.405833037411984,-3.8255267948357847,150.2550516362457
ACLTF,Stayed with low performers,3.739128697347622,2.486105777780987,-1.253022919566635,11.660159279387992
ACLX,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACM,Mixed/Unstable,5.817090506662538,4.478540524753619,-1.338549981908919,58.132921217725496
ACMB,Stayed with low performers,3.9039772338932224,3.4927424097952158,-0.4112348240980066,
ACMDY,Mixed/Unstable,0.5563730801296484,6.0609521121098,5.5045790319801515,
ACMLF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACMNF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACMR,Mixed/Unstable,0.5563730801296484,7.115979759833358,6.55960667970371,
ACMT,Joined high performers,3.6153907057659302,10.278843739209593,6.663453033443663,15.53273484046522
ACMTA,Joined high performers,4.6930355549891685,10.158587524316424,5.465551969327255,6.068397109393307
ACN,Stayed with high performers,10.537145998730274,13.507658382501937,2.9705123837716627,75.62393036739982
ACNB,Mixed/Unstable,12.550034506556244,5.028832163334929,-7.521202343221315,-17.463842354350234
ACNDF,Mixed/Unstable,7.33420801736527,11.96033600255018,4.62612798518491,-10.75455367089766
ACNE,Mixed/Unstable,5.015530325245604,4.9414422448130315,-0.07408808043257231,73.3333407839149
ACNFF,Mixed/Unstable,6.362310567226555,8.222642839911671,1.860332272685116,2.6745354215386103
ACNI,Mixed/Unstable,6.9901533578174275,9.155651859877212,2.1654985020597843,-50.98038935949404
ACNT,Mixed/Unstable,4.309954164608201,8.14527172376492,3.835317559156718,-29.019838821697675
ACNV,Mixed/Unstable,4.332960195263182,8.416439084762752,4.0834788894995695,
ACOGF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACON,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACONW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACOPF,Mixed/Unstable,10.326002022430593,6.300489700051223,-4.02551232237937,-46.844514890912
ACOPY,Stayed with low performers,0.5563730801296484,1.7816585125016686,1.2252854323720204,
ACPS,Mixed/Unstable,7.841305854919014,0.4177926418194386,-7.423513213099575,0.0
ACR,Mixed/Unstable,4.86363588517053,6.931192424476351,2.067556539305821,-53.47481969663208
ACRB,Mixed/Unstable,13.644200645545334,5.524791709002234,-8.119408936543099,-90.01663871272181
ACRDF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACRE,Mixed/Unstable,8.40081683436114,14.403132207084866,6.002315372723727,-0.4095690820546743
ACRFF,Mixed/Unstable,7.321003321611232,4.422453848277223,-2.8985494733340094,-17.037744636587572
ACRG,Stayed with low performers,4.728367591486941,4.147950128661929,-0.5804174628250118,63.69230838922353
ACRHF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACRL,Joined high performers,0.5563730801296484,14.49501571861264,13.938642638482992,
ACRS,Mixed/Unstable,8.169694475489267,4.8106747497539475,-3.35901972573532,
ACRV,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACRXF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,0.0
ACSAF,Mixed/Unstable,6.720401691331925,6.950004118276913,0.22960242694498767,-33.459415028435714
ACSAY,Mixed/Unstable,0.5563730801296484,6.755072344397771,6.1986992642681225,
ACST,Mixed/Unstable,8.242439628578243,11.224779766979255,2.982340138401012,-87.75303610059552
ACSYF,Mixed/Unstable,11.732726543119801,5.734735292204341,-5.99799125091546,101.75438431381409
ACT,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACTG,Mixed/Unstable,5.977148303593128,7.162660437619295,1.1855121340261672,146.56750721066163
ACTHD,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACTHF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACTL,Mixed/Unstable,5.114417029511369,4.596690141531028,-0.5177268879803405,19.999999999985
ACTU,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACTX,Mixed/Unstable,10.27391182514478,6.760629520486151,-3.5132823046586283,-90.77499036555932
ACU,Mixed/Unstable,6.662353347135955,3.8864009553664722,-2.775952391769483,62.139677568374985
ACUR,Mixed/Unstable,11.417845997485381,8.20888768214318,-3.208958315342201,58.09035875577639
ACUS,Mixed/Unstable,2.8412773670144986,7.55922767116797,4.717950304153471,-45.72296789857586
ACUT,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACVA,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ACWRF,Stayed with low performers,2.9840334136685036,3.6680761245907725,0.6840427109222689,
ACXIF,Mixed/Unstable,10.254406656135226,8.168807249304583,-2.0855994068306423,66.84406592824065
ACXP,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADAD,Mixed/Unstable,3.946539957907559,9.475335605917856,5.528795648010297,
ADAG,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADAP,Stayed with low performers,3.8711520213557686,4.6347401201505365,0.7635880987947679,
ADBE,Stayed with high performers,10.127091748096314,13.759181115341853,3.6320893672455394,115.08288345205672
ADBKF,Stayed with low performers,0.5563730801296484,0.9412026720458281,0.3848295919161797,
ADBRF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADC,Mixed/Unstable,6.655527890078048,9.015122494766821,2.3595946046887732,-12.579484846674143
ADCNF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADCOF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADCT,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADCV,Stayed with low performers,3.1185304670069485,1.3418436976868537,-1.7766867693200947,
ADD,Joined high performers,3.7582209734689016,10.341540622807836,6.583319649338934,-78.10004223987511
ADDDF,Mixed/Unstable,12.712504944098134,8.65538857408776,-4.057116370010373,0.4303125372071297
ADDHY,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADDYY,Mixed/Unstable,12.712504944098134,8.65538857408776,-4.057116370010373,0.5257659077896285
ADEA,Mixed/Unstable,6.14284476116,5.315679464399959,-0.8271652967600414,-9.647000192798224
ADERY,Mixed/Unstable,4.615423223351946,6.990379454147569,2.3749562307956236,19.230316481626904
ADFJF,Mixed/Unstable,8.112202709657273,6.729595600563343,-1.3826071090939305,40.00000627417321
ADFS,Mixed/Unstable,7.486257750963634,14.394357889891099,6.908100138927465,-94.31792680403164
ADGCF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADGM,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADGO,Breakout (left high performers),10.604643910834785,3.8984277241277305,-6.706216186707055,-95.28301905571612
ADHC,Mixed/Unstable,7.375015640974706,6.9255415534140505,-0.4494740875606551,27.393878815765248
ADHI,Mixed/Unstable,12.4856365864869,7.478447753813668,-5.007188832673231,2.989306002404467
ADHLF,Mixed/Unstable,7.3557234266295675,3.4811498550185025,-3.874573571611065,-62.96296475151128
ADI,Mixed/Unstable,6.5699976936993,7.5999430929008405,1.0299453992015408,54.89389155568286
ADIA,Mixed/Unstable,8.202307230912876,8.183419214229763,-0.01888801668311224,-82.90598217461334
ADIL,Mixed/Unstable,0.5563730801296484,5.103665115438543,4.547292035308894,
ADKIL,Mixed/Unstable,0.5563730801296484,5.39088123361018,4.834508153480532,
ADLI,Mixed/Unstable,6.149529302305628,4.863741303159377,-1.285787999146251,-96.15384626147858
ADLRF,Mixed/Unstable,6.464659194024077,9.748409699509944,3.283750505485867,-38.49489261397176
ADM,Mixed/Unstable,4.450253741357344,6.098375523159979,1.6481217818026348,51.7545150609848
ADMA,Mixed/Unstable,7.493589743589744,6.555798850310436,-0.937790893279308,-75.19828529360014
ADMG,Mixed/Unstable,6.843825249398004,12.366536224404244,5.52271097500624,450.4761994304037
ADMLF,Stayed with low performers,0.5563730801296484,1.2892967145018883,0.73292363437224,
ADMNF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADMQ,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADMT,Mixed/Unstable,14.637581304247968,5.488798286796804,-9.148783017451164,-39.24731197870873
ADN,Mixed/Unstable,0.5563730801296484,9.242952923281313,8.686579843151666,
ADNT,Stayed with low performers,0.5563730801296484,4.258326138037983,3.7019530579083346,
ADNWW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADOOY,Mixed/Unstable,6.2292992073555915,4.245469070185198,-1.9838301371703935,49.77745004458498
ADP,Mixed/Unstable,6.396135265700483,9.586729463824158,3.1905941981236747,24.65031855413659
ADPPF,Mixed/Unstable,0.5563730801296484,5.802386604844631,5.246013524714982,
ADPT,Stayed with low performers,0.5563730801296484,1.3418436976868537,0.7854706175572054,
ADPXF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,0.0
ADPXY,Mixed/Unstable,6.963484401889428,7.677580762031188,0.7140963601417605,58.70896696545695
ADRGF,Mixed/Unstable,10.53863707900535,7.2154430413901025,-3.323194037615247,92.99516650483883
ADRNY,Mixed/Unstable,10.959106267087114,9.118655740441872,-1.8404505266452418,32.615479776712
ADRT,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADRZF,Mixed/Unstable,6.6018900737231005,3.7892101414389696,-2.812679932284131,10.169493560596928
ADRZY,Mixed/Unstable,7.735898405937218,4.0350283627059875,-3.7008700432312303,31.55465649637022
ADSE,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADSEW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADSGF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADSK,Mixed/Unstable,9.192813556526758,10.724084679425568,1.5312711228988096,96.85441811739987
ADST,Mixed/Unstable,7.361393840944763,5.203399924524741,-2.157993916420022,0.0
ADSV,Mixed/Unstable,6.734977167817061,7.458854519987149,0.7238773521700876,322.4952670102398
ADT,Mixed/Unstable,0.5563730801296484,6.491228070175438,5.93485499004579,
ADTLF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADTN,Mixed/Unstable,7.890700923226433,8.133149959250204,0.2424490360237712,98.77417327029602
ADTR,Mixed/Unstable,9.873312491950308,4.091603784355102,-5.7817087075952065,25.00000277179358
ADTTF,Mixed/Unstable,1.200408694529361,6.788526434195725,5.588117739666364,218.20561774423192
ADTX,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADUS,Stayed with high performers,11.53176693809043,10.931049626701801,-0.6007173113886282,-7.219269607792059
ADV,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADVM,Mixed/Unstable,7.72869510281038,7.256077256077255,-0.472617846733125,-69.04291317985887
ADVNF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADVOF,Mixed/Unstable,8.056930693069306,9.803151903059396,1.7462212099900896,107.67999246271329
ADVT,Mixed/Unstable,9.119113303616727,3.5719616576850233,-5.547151645931704,-87.34177191581878
ADVWW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
