Variable Name,State,Price,Volume,Type,RPS,End Timepoint
PHIN,4.99688381459058,28.61000061035156,1820260.0,Short,0,2201
PKST,3.7178715518269345,23.799999237060547,158140.0,Short,0,2201
PTLO,4.584622340613973,23.5,421060.0,Short,0,2201
RIVN,5.270602432695093,27.149999618530277,68396850.0,Short,0,2201
RXO,4.54673550804869,22.0,906620.0,Short,0,2201
SDRL,5.578003550517355,46.25,763280.0,Short,0,2201
SKWD,4.622126422529394,24.899999618530277,202280.0,Short,0,2201
SLRN,4.70844187752987,23.979999542236328,470300.0,Short,0,2201
SVV,4.293509198841363,24.11000061035156,477620.0,Short,0,2201
SXTP,3.9120507220103837,26.76000022888184,382843.3,Short,0,2201
TLN,5.707616023072071,52.69200134277344,113650.0,Short,0,2201
TLNE,5.707616023072071,52.69200134277344,113648.6,Short,0,2201
TPG,5.058208445840191,30.59000015258789,407580.0,Short,0,2201
UHAL-B,5.12195095638627,57.79999923706055,278588.0,Short,0,2201
VTMX,5.774428995293518,35.630001068115234,179800.0,Short,0,2201
VTS,4.907278844490464,24.479999542236328,257950.0,Short,0,2201
VTYX,4.868762422620845,36.209999084472656,426040.0,Short,0,2201
NBTX,3.648502592861608,8.5600004196167,243530.0,Short,0,2201
NHYF,3.9082256763286476,0.0070000002160668,1863925.5,Short,0,2201
BGLC,3.8336983126189508,3.049999952316284,2736610.0,Short,0,2201
MLTX,3.6468650578445834,59.01499938964844,627460.0,Short,0,2201
AMPS,3.560746909740577,6.639999866485596,1166570.0,Short,0,2201
ACLX,3.6365344328306244,33.34000015258789,418140.0,Short,0,2203
AESI,4.056005601835449,19.520000457763672,351430.0,Short,0,2203
AMLX,3.538120022593624,22.540000915527344,1304210.0,Short,0,2203
APGE,3.4026929535323305,20.75,218980.0,Short,0,2203
ATAT,4.3879122982909005,20.540000915527344,318960.0,Short,0,2203
ATMU,4.1336236584327075,24.5,280390.0,Short,0,2203
BAM,4.516298968393869,33.84000015258789,867690.0,Short,0,2203
BJDX,4.918860645123565,62.63999938964844,249979.9,Short,0,2203
BLCO,3.8350667170269497,19.739999771118164,316430.0,Short,0,2203
BLTE,5.288600154849312,24.100000381469727,121350.0,Short,0,2203
BRZE,4.981105556442781,44.290000915527344,503030.0,Short,0,2203
CAVA,5.85302615418149,52.90999984741211,1388950.0,Short,0,2203
CEG,4.47369781231668,95.73999786376952,1755280.0,Short,0,2203
COCO,4.383036533927448,26.530000686645508,365020.0,Short,0,2203
CR,4.718083117519452,94.25,286890.0,Short,0,2203
CRBG,3.849667748763335,18.920000076293945,1254210.0,Short,0,2203
EE,4.034163850677124,20.979999542236328,124630.0,Short,0,2203
ESAB,4.444891854977798,67.5,250070.0,Short,0,2203
FLNC,4.444379946088693,27.32999992370605,1000730.0,Short,0,2203
FTRE,4.409037521777521,31.729999542236328,1370400.0,Short,0,2203
GEHC,4.022366296454291,77.87000274658203,3812920.0,Short,0,2203
GFS,4.294839613614819,62.75,2095380.0,Short,0,2203
GPCR,4.983092721495438,36.220001220703125,160890.0,Short,0,2203
GTLB,4.489589743069474,47.97999954223633,1584710.0,Short,0,2203
HCP,4.193756350606276,29.26000022888184,1744060.0,Short,0,2203
INFA,3.4955752903890707,18.61000061035156,259980.0,Short,0,2203
IOT,4.7296376294126565,27.709999084472656,2301810.0,Short,0,2203
KNF,4.7906799523212715,43.90999984741211,352710.0,Short,0,2203
KSCP,5.949594623824001,75.5,172658.4,Short,0,2203
KVUE,3.6584272595532146,24.399999618530277,13062170.0,Short,0,2203
MBLY,3.788385649293396,37.66999816894531,2994310.0,Short,0,2203
MSGE,4.304249863195799,35.40999984741211,262140.0,Short,0,2203
NXT,4.842586761768379,42.72999954223633,1828850.0,Short,0,2203
ODD,6.954423727121091,50.59999847412109,1365420.0,Short,0,2203
PHIN,4.268755414184068,27.34000015258789,1506550.0,Short,0,2203
PKST,3.440167346058352,23.75,140980.0,Short,0,2203
PTLO,4.06478591930758,22.82999992370605,422150.0,Short,0,2203
RIVN,4.780548308545665,26.940000534057617,64518420.4,Short,0,2203
RXO,4.226047727552558,21.8700008392334,802240.0,Short,0,2203
SDRL,5.044979160043511,46.59000015258789,787190.0,Short,0,2203
SKWD,4.1243862369663935,24.3700008392334,188780.0,Short,0,2203
SLRN,4.751650600449742,25.3799991607666,479390.0,Short,0,2203
SVV,4.031496022284677,24.450000762939453,460380.0,Short,0,2203
TLN,5.266148454006018,54.25,104530.0,Short,0,2203
TLNE,5.266148454006018,54.25,104530.5,Short,0,2203
TPG,4.509110439837405,30.09000015258789,451290.0,Short,0,2203
UHAL-B,4.530738020754752,57.040000915527344,277571.7,Short,0,2203
VTMX,5.331447843942794,36.560001373291016,182980.0,Short,0,2203
VTS,4.6572410268577595,24.84000015258789,254420.0,Short,0,2203
VTYX,4.613197974894663,37.2400016784668,447550.0,Short,0,2203
MLTX,3.668532571373874,61.2599983215332,570550.0,Short,0,2203
XPO,3.912236925226869,71.5999984741211,2428540.0,Short,0,2203
JOE,3.6022979957054964,64.51000213623047,220250.0,Short,0,2203
CCCC,-3.1946463023124787,3.640000104904175,460090.0,Long,0,2202
ACLX,3.8734621402444205,33.09000015258789,403210.0,Short,0,2202
AESI,4.234008870033902,19.190000534057617,350470.0,Short,0,2202
AMLX,3.7315033896346637,22.26000022888184,1148080.0,Short,0,2202
APGE,3.805551524341101,21.290000915527344,659860.0,Short,0,2202
ATAT,4.080828234191755,19.09000015258789,253190.0,Short,0,2202
ATMU,4.407367621866947,24.34000015258789,290440.0,Short,0,2202
BAM,4.8325408919991775,33.560001373291016,902730.0,Short,0,2202
BLCO,3.971200564354228,19.34000015258789,307200.0,Short,0,2202
BLTE,4.24703710935297,20.549999237060547,113630.0,Short,0,2202
BRZE,5.2202597294366795,43.13999938964844,508910.0,Short,0,2202
CAVA,5.948134062515269,49.880001068115234,1508760.0,Short,0,2202
CEG,4.816858720141193,95.41999816894533,1767680.0,Short,0,2202
COCO,4.547675417148981,25.8700008392334,363800.0,Short,0,2202
CR,5.060072763734863,93.54000091552734,328310.0,Short,0,2202
CRBG,4.117003012591711,18.81999969482422,1240740.0,Short,0,2202
CRDO,3.418328792850938,16.969999313354492,1894140.0,Short,0,2202
EE,4.183818605676236,20.540000915527344,142640.0,Short,0,2202
EMBC,3.444154802995699,21.200000762939453,704730.0,Short,0,2202
ESAB,4.809239853973441,67.52999877929688,258290.0,Short,0,2202
FLNC,4.943908346546974,27.76000022888184,983960.0,Short,0,2202
FTRE,5.030548067758365,33.0099983215332,1451800.0,Short,0,2202
GEHC,4.263319450286661,76.86000061035156,3699320.0,Short,0,2202
GFS,4.516385165144922,61.459999084472656,2063450.0,Short,0,2202
GPCR,5.064238578487277,34.599998474121094,172650.0,Short,0,2202
GTLB,4.707263017127239,46.875,1675410.0,Short,0,2202
HCP,4.347240866733609,28.51000022888184,1763120.0,Short,0,2202
INFA,3.6834285372792164,18.399999618530277,266600.0,Short,0,2202
IOT,4.6184780121232505,26.01000022888184,2440680.0,Short,0,2202
KNF,5.133030167199066,43.58000183105469,356400.0,Short,0,2202
KSCP,6.263001233988873,73.0,215514.0,Short,0,2202
KVUE,3.89305217388783,24.239999771118164,12123730.0,Short,0,2202
MBLY,4.139979087302819,38.0099983215332,2855280.0,Short,0,2202
MSGE,4.51391019793416,34.709999084472656,274110.0,Short,0,2202
NXT,5.505024017528528,44.18999862670898,1724770.0,Short,0,2202
ODD,7.442256577137205,49.130001068115234,1318060.0,Short,0,2202
PHIN,4.4879623565241005,26.90999984741211,1638870.0,Short,0,2202
PKST,3.6048713675923167,23.399999618530277,144350.0,Short,0,2202
PTLO,4.391255006974317,22.799999237060547,426710.0,Short,0,2202
RIVN,4.90907304356524,26.049999237060547,65088480.4,Short,0,2202
RXO,4.420661986907376,21.479999542236328,852080.0,Short,0,2202
SDRL,5.354778587235997,45.77000045776367,749430.0,Short,0,2202
SKWD,4.552068071521751,24.649999618530277,196610.0,Short,0,2202
SLRN,4.825198387568803,24.399999618530277,489810.0,Short,0,2202
SVV,4.368662516690852,24.56999969482422,467500.0,Short,0,2202
SXTP,3.752795362686828,26.280000686645508,200961.6,Short,0,2202
TLN,5.493499419299946,52.5,119810.0,Short,0,2202
TLNE,5.493499419299946,52.5,119807.3,Short,0,2202
TPG,4.819731933312224,29.81999969482422,417910.0,Short,0,2202
UHAL-B,4.895159109691591,56.959999084472656,284150.3,Short,0,2202
VTMX,5.638824043422355,35.81999969482422,179440.0,Short,0,2202
VTS,4.835543678496747,24.21999931335449,253770.0,Short,0,2202
VTYX,4.680282860787632,35.619998931884766,465640.0,Short,0,2202
CELH,3.547102938138454,48.143333435058594,3045390.0,Short,0,2202
JOE,5.363600336900398,64.55999755859375,180980.0,Short,0,2202
MLTX,3.6328618814962845,60.220001220703125,656000.0,Short,0,2202
CAMT,3.7665110872515424,46.0,429840.0,Short,0,2202
MCIC,-3.0062944691901805,0.0007999999797903,277981.0,Long,0,2204
BAM,3.610899298028955,33.720001220703125,846630.0,Short,0,2204
BLTE,3.870225024683108,23.21999931335449,125670.0,Short,0,2204
BRZE,4.185311378997223,45.459999084472656,453420.0,Short,0,2204
CAVA,5.256648392409253,57.11000061035156,1499170.0,Short,0,2204
CEG,3.7155198782591192,96.6500015258789,1677160.0,Short,0,2204
COCO,3.459336385640104,26.420000076293945,359320.0,Short,0,2204
CR,3.8578914621014126,93.69000244140624,289360.0,Short,0,2204
ESAB,3.718946568890024,68.69999694824219,276770.0,Short,0,2204
FLNC,3.9725516717467633,29.239999771118164,960680.0,Short,0,2204
FTRE,3.641057346643339,31.959999084472656,1282020.0,Short,0,2204
GFS,3.5704320736476385,63.68999862670898,2030660.0,Short,0,2204
GPCR,4.128930679123979,36.83000183105469,159120.0,Short,0,2204
GTLB,3.816428013950333,49.630001068115234,1528060.0,Short,0,2204
HCP,3.4063440643710052,29.61000061035156,1693800.0,Short,0,2204
IOT,3.8300691298917036,27.940000534057617,2383780.0,Short,0,2204
KNF,3.879293173735919,43.470001220703125,352140.0,Short,0,2204
KSCP,4.5432138005752165,71.5,126471.8,Short,0,2204
MSGE,3.4156956617232717,34.84000015258789,252620.0,Short,0,2204
NXT,3.8823574444602347,42.34999847412109,1791180.0,Short,0,2204
ODD,6.018107138530963,53.290000915527344,1404530.0,Short,0,2204
PHIN,3.6834489756692377,28.3700008392334,1470780.0,Short,0,2204
RIVN,3.9808802049631544,27.63999938964844,61604980.4,Short,0,2204
SDRL,4.376164786379169,48.90999984741211,932110.0,Short,0,2204
SLRN,3.6764912686204965,24.84000015258789,481940.0,Short,0,2204
SN,8.018447493171553,42.310001373291016,120010.0,Short,0,2204
TLN,4.32586982888625,54.25,116780.0,Short,0,2204
TLNE,4.32586982888625,54.25,116773.7,Short,0,2204
TPG,3.4639490607789813,29.43000030517578,471870.0,Short,0,2204
UHAL-B,3.7088779492004544,57.209999084472656,281209.0,Short,0,2204
VTMX,4.3174784842608736,36.27000045776367,197360.0,Short,0,2204
VTS,3.793029209837188,25.190000534057617,265700.0,Short,0,2204
VTYX,3.684599372228009,37.04999923706055,425930.0,Short,0,2204
QSI,3.627348575973098,3.890000104904175,3563410.0,Short,0,2204
IONQ,3.4812816130059097,19.25,10509580.0,Short,0,2204
CAMT,3.946347697360836,47.61000061035156,471540.0,Short,0,2204
XPO,3.4529889869874277,69.23999786376953,2559050.0,Short,0,2204
MLTX,3.5655532527094462,60.810001373291016,489330.0,Short,0,2204
AESI,3.946105324572787,21.399999618530277,439410.0,Short,0,2205
AIXI,6.623314965360021,90.36000061035156,108492.2,Short,0,2205
BAM,3.5390479266030392,33.34000015258789,763670.0,Short,0,2205
BLTE,3.484010408953484,21.809999465942383,108110.0,Short,0,2205
BRZE,4.003918529924489,44.369998931884766,428040.0,Short,0,2205
CAVA,5.120903184355441,56.9900016784668,1403630.0,Short,0,2205
CEG,3.6550524267139948,96.3000030517578,1631590.0,Short,0,2205
COCO,3.476887129890056,26.38999938964844,398440.0,Short,0,2205
CR,3.7580843259991035,92.69000244140624,277620.0,Short,0,2205
ESAB,4.00120182154417,73.3499984741211,308690.0,Short,0,2205
FLNC,3.8937066821542277,28.850000381469727,859460.0,Short,0,2205
FTRE,3.4267545049597357,30.809999465942383,1183850.0,Short,0,2205
GFS,3.428132197748845,62.22999954223633,1949460.0,Short,0,2205
GPCR,4.032166473572288,36.41999816894531,155010.0,Short,0,2205
GTLB,3.6620640501871495,48.5,1443970.0,Short,0,2205
IOT,3.7320310225907454,27.459999084472656,2167370.0,Short,0,2205
KNF,3.8717676309730558,43.77000045776367,331320.0,Short,0,2205
KSCP,4.466300306011141,71.5,106670.0,Short,0,2205
NXT,3.9781560093288584,43.34000015258789,1877450.0,Short,0,2205
ODD,5.829267597662923,53.2599983215332,1442580.0,Short,0,2205
PHIN,3.797182836909319,29.059999465942383,1297020.0,Short,0,2205
RIVN,3.915821099519555,27.299999237060547,58971290.4,Short,0,2205
SDRL,4.173110540355739,47.66999816894531,958580.0,Short,0,2205
SLRN,3.6414779105351425,24.63999938964844,496890.0,Short,0,2205
SN,7.155919950195958,40.02000045776367,321240.0,Short,0,2205
TLN,4.2447416271528775,54.09999847412109,137870.0,Short,0,2205
TLNE,4.2447416271528775,54.09999847412109,137870.2,Short,0,2205
TPG,3.493266112140914,29.51000022888184,483100.0,Short,0,2205
UHAL-B,3.6761952476428132,57.25,282318.4,Short,0,2205
VTMX,4.162559696457114,35.630001068115234,186780.0,Short,0,2205
VTS,3.6478368138573707,24.530000686645508,320260.0,Short,0,2205
VTYX,3.692653585204049,37.18999862670898,450730.0,Short,0,2205
LII,3.5648298907491878,374.9800109863281,381910.0,Short,0,2205
QSI,3.4830687671109954,3.7100000381469727,3308890.0,Short,0,2205
LI,3.4346389244964235,44.369998931884766,7168720.0,Short,0,2205
JOE,3.4984395140293048,62.900001525878906,255690.0,Short,0,2205
AESI,3.939614294378225,20.86000061035156,470760.0,Short,0,2206
AIXI,5.26162462567169,75.33000183105469,115290.0,Short,0,2206
ATAT,3.567514570231673,20.059999465942383,368890.0,Short,0,2206
BAM,3.4215061318795863,32.279998779296875,786390.0,Short,0,2206
BLTE,3.432837312845093,21.100000381469727,105550.0,Short,0,2206
BRZE,3.7929592020234253,42.43000030517578,426380.0,Short,0,2206
CAVA,4.9069317269215835,55.31999969482422,1369430.0,Short,0,2206
CEG,3.642209714683365,95.5500030517578,1657090.0,Short,0,2206
CR,3.76218664544647,92.43000030517578,274790.0,Short,0,2206
ESAB,3.9075945536127756,71.7300033569336,268160.0,Short,0,2206
FLNC,3.705011242197858,27.6299991607666,858620.0,Short,0,2206
GTLB,3.427747740846202,45.96500015258789,1187130.0,Short,0,2206
IOT,3.50291451375714,26.11000061035156,2182850.0,Short,0,2206
KNF,3.939877800761044,44.18000030517578,328370.0,Short,0,2206
NXT,3.8045416618976646,41.72999954223633,1916860.0,Short,0,2206
ODD,5.865705778812902,54.2599983215332,894010.0,Short,0,2206
PHIN,3.9905980136771264,29.8799991607666,1178710.0,Short,0,2206
RIVN,3.669082584018893,25.90999984741211,58137460.4,Short,0,2206
SDRL,4.115976132481083,46.93999862670898,844630.0,Short,0,2206
SLRN,3.841042329074011,25.06999969482422,514800.0,Short,0,2206
SN,6.332438080970243,36.91999816894531,682450.0,Short,0,2206
TLN,4.178385782146511,53.375,137740.0,Short,0,2206
TLNE,4.178385782146511,53.375,137741.0,Short,0,2206
TPG,3.4957062920468807,29.09000015258789,465310.0,Short,0,2206
UHAL-B,3.5797537681441187,55.77999877929688,265269.2,Short,0,2206
VTMX,4.011814431852824,34.59000015258789,188280.0,Short,0,2206
VTS,3.465026536170294,23.459999084472656,335830.0,Short,0,2206
VTYX,3.6746103877542273,36.68000030517578,435480.0,Short,0,2206
SAIA,3.4101770274489955,425.1300048828125,704440.0,Short,0,2206
SHBI,-3.006766239295444,11.350000381469728,161340.0,Long,0,2207
ACLX,3.79651638785757,33.86000061035156,405140.0,Short,0,2207
AESI,4.5261885580429455,20.979999542236328,460840.0,Short,0,2207
AIXI,6.082060175006434,73.62000274658203,116801.1,Short,0,2207
AMLX,3.5882179671796512,22.549999237060547,1262310.0,Short,0,2207
APGE,3.5255336743548984,21.1200008392334,156230.0,Short,0,2207
ATAT,4.479536366521657,21.0,444210.0,Short,0,2207
ATMU,3.7604823565217744,23.209999084472656,294850.0,Short,0,2207
BAM,4.211424700450655,32.33000183105469,849960.0,Short,0,2207
BJDX,5.421236371879216,66.4800033569336,405106.1,Short,0,2207
BLCO,3.461161013746049,18.8700008392334,456250.0,Short,0,2207
BRZE,4.657243616037,42.56999969482422,419140.0,Short,0,2207
CAVA,5.861062434498225,55.68000030517578,1321520.0,Short,0,2207
CEG,4.784107736811946,101.13999938964844,1848160.0,Short,0,2207
COCO,3.8042907909392696,24.489999771118164,862860.0,Short,0,2207
CR,4.573317234938833,92.0999984741211,270520.0,Short,0,2207
CRBG,4.035679723095265,19.479999542236328,1584700.0,Short,0,2207
EE,4.098011643480123,21.239999771118164,122220.0,Short,0,2207
ESAB,4.856629964434239,72.72000122070312,269830.0,Short,0,2207
FLNC,4.646849939666378,28.36000061035156,860590.0,Short,0,2207
FTRE,4.105076976133678,30.290000915527344,1200350.0,Short,0,2207
GEHC,3.9644299509855454,76.0199966430664,3821510.0,Short,0,2207
GFS,4.0628934628693925,59.65999984741211,1902240.0,Short,0,2207
GPCR,4.048459393131679,31.71999931335449,364750.0,Short,0,2207
GTLB,4.381175792281938,47.04999923706055,1128750.0,Short,0,2207
HCP,4.038487033206761,28.489999771118164,1526470.0,Short,0,2207
INFA,4.621470899306839,21.3700008392334,441740.0,Short,0,2207
IOT,4.398397706906232,26.739999771118164,2239990.0,Short,0,2207
KNF,4.90315041089457,45.2400016784668,359680.0,Short,0,2207
KVUE,3.5909660738981684,23.989999771118164,14931300.0,Short,0,2207
MBLY,3.8426851930073784,37.56999969482422,3012600.0,Short,0,2207
MSGE,3.9997227165619766,33.560001373291016,266870.0,Short,0,2207
NXT,4.549386373395444,41.13999938964844,1919870.0,Short,0,2207
ODD,6.97015683398056,55.400001525878906,684580.0,Short,0,2207
PHIN,4.535658262988791,28.84000015258789,1139560.0,Short,0,2207
RIVN,4.5677604876049624,26.5,53369110.0,Short,0,2207
SDRL,5.001032165483815,47.0,867870.0,Short,0,2207
SKWD,3.883897483939047,23.559999465942383,219510.0,Short,0,2207
SLRN,4.235385954902414,23.979999542236328,605970.0,Short,0,2207
SN,5.587708710444086,30.049999237060547,1280170.0,Short,0,2207
SVV,3.7893582096849214,23.549999237060547,363040.0,Short,0,2207
TLN,5.07324556731512,53.75,127650.0,Short,0,2207
TLNE,5.07324556731512,53.75,127650.4,Short,0,2207
TPG,4.31362251993285,29.299999237060547,450100.0,Short,0,2207
UHAL-B,4.528941382184575,56.970001220703125,253078.0,Short,0,2207
VTMX,4.604623378580113,33.470001220703125,179140.0,Short,0,2207
VTS,4.324235456998354,24.049999237060547,339650.0,Short,0,2207
VTYX,4.301088067201418,35.56999969482422,433740.0,Short,0,2207
XCRT,4.360394357720904,0.1289999932050705,354512.4,Short,0,2207
CAMT,3.63905598007144,47.20000076293945,451430.0,Short,0,2207
ATBHF,3.538999008110606,0.0639500021934509,278340.6,Short,0,2207
GASS,3.4290097579810253,5.0,286540.0,Short,0,2207
BVFL,-3.7627752759563657,9.9399995803833,137270.0,Long,0,2208
ACLX,4.0373485828790985,34.95000076293945,413850.0,Short,0,2208
AESI,4.577547097648922,20.920000076293945,468210.0,Short,0,2208
AIXI,5.499263325429217,68.30999755859375,116087.7,Short,0,2208
AMLX,3.662087210852529,22.5,1302080.0,Short,0,2208
APGE,3.469193971425828,20.700000762939453,136710.0,Short,0,2208
ATAT,4.581333603091417,21.040000915527344,478110.0,Short,0,2208
ATMU,3.5680876891246562,22.280000686645508,310150.0,Short,0,2208
BAM,4.371032635018873,32.900001525878906,899140.0,Short,0,2208
BJDX,5.112025751788812,63.68000030517578,409912.8,Short,0,2208
BLCO,3.469324973985799,18.6299991607666,516270.0,Short,0,2208
BRZE,4.494597762373024,41.34999847412109,436000.0,Short,0,2208
CAVA,5.5216433449832465,53.43999862670898,1327600.0,Short,0,2208
CEG,4.9342049427745405,103.94000244140624,1612410.0,Short,0,2208
COCO,3.901770841184717,24.57999992370605,890620.0,Short,0,2208
CR,4.441564837031362,89.73999786376953,271210.0,Short,0,2208
CRBG,4.141379209970123,19.489999771118164,1758780.0,Short,0,2208
EE,4.1702720047919355,21.190000534057617,121930.0,Short,0,2208
EMBC,3.433757266538979,21.43000030517578,539100.0,Short,0,2208
ESAB,4.728158225580831,71.16000366210938,274320.0,Short,0,2208
FG,5.3114591178384885,27.530000686645508,105400.0,Short,0,2208
FLNC,4.7013897627691215,28.40999984741211,883940.0,Short,0,2208
FTRE,4.041715654630213,29.770000457763672,1145820.0,Short,0,2208
GEHC,3.9864689120794874,75.9000015258789,3196740.0,Short,0,2208
GFS,4.016004799351985,58.77000045776367,1486580.0,Short,0,2208
GPCR,3.614336668345762,29.25,465860.0,Short,0,2208
GTLB,4.475491592053044,47.56999969482422,1147860.0,Short,0,2208
HCP,4.275661175319424,29.239999771118164,1571240.0,Short,0,2208
INFA,4.843031850526451,21.71999931335449,501670.0,Short,0,2208
IOT,4.213998537046829,25.86000061035156,2272560.0,Short,0,2208
KNF,5.040864185971142,46.290000915527344,377010.0,Short,0,2208
KVUE,3.538704054968394,23.530000686645508,15572640.0,Short,0,2208
MBLY,3.927285497768742,37.810001373291016,3089160.0,Short,0,2208
MSGE,3.9902475893580527,33.2599983215332,259230.0,Short,0,2208
NXT,4.5327417010318625,40.880001068115234,1918220.0,Short,0,2208
ODD,6.144003631282857,50.63999938964844,643130.0,Short,0,2208
PHIN,4.371063702576054,27.989999771118164,1038140.0,Short,0,2208
RIVN,4.267558059067301,25.26000022888184,48629420.4,Short,0,2208
RXO,3.6780631816200655,20.190000534057617,767290.0,Short,0,2208
SDRL,4.97842509159146,46.84000015258789,861080.0,Short,0,2208
SKWD,3.957738629202864,23.559999465942383,222650.0,Short,0,2208
SLRN,4.434837671002571,24.46999931335449,624980.0,Short,0,2208
SN,4.783200794509317,26.899999618530277,2064730.0,Short,0,2208
SVV,3.945224393833476,23.940000534057617,350160.0,Short,0,2208
TLN,5.04301179121255,53.625,162230.0,Short,0,2208
TLNE,5.04301179121255,53.625,162226.3,Short,0,2208
TPG,4.514086826746465,29.93000030517578,464720.0,Short,0,2208
UHAL-B,4.547316683368039,56.9900016784668,264103.3,Short,0,2208
VTMX,4.736873397063683,34.099998474121094,180980.0,Short,0,2208
VTS,4.390896639342878,24.059999465942383,336450.0,Short,0,2208
VTYX,4.311582274103344,35.400001525878906,435490.0,Short,0,2208
DFH,3.5524992147485954,30.3799991607666,337710.0,Short,0,2208
ATBHF,5.4645858865773835,0.0908999964594841,522703.7,Short,0,2208
BVFL,-3.517427935938123,9.989999771118164,145830.0,Long,0,2209
ACLX,3.770217679385668,34.38999938964844,401480.0,Short,0,2209
AESI,4.404257417342507,20.90999984741211,416910.0,Short,0,2209
AIXI,5.20276223829046,68.48999786376953,103486.6,Short,0,2209
ATAT,4.40030624871682,21.0,493770.0,Short,0,2209
ATMU,3.535463825757337,22.6299991607666,272810.0,Short,0,2209
BAM,4.201516571082509,33.029998779296875,857580.0,Short,0,2209
BJDX,5.013684029249348,65.5199966430664,314321.6,Short,0,2209
BRZE,4.223453177856076,40.93999862670898,461890.0,Short,0,2209
CAVA,5.158297298097704,52.959999084472656,1180000.0,Short,0,2209
CEG,4.660794121518045,103.75,1680610.0,Short,0,2209
COCO,4.5513082008472505,27.59000015258789,1026360.0,Short,0,2209
CR,4.317755323673138,91.4499969482422,272540.0,Short,0,2209
CRBG,4.081170638161727,19.65999984741211,1848140.0,Short,0,2209
EE,4.004857224411043,21.1299991607666,122550.0,Short,0,2209
ESAB,4.6154602452896185,72.83000183105469,275820.0,Short,0,2209
FG,5.081217685381293,27.6200008392334,116430.0,Short,0,2209
FLNC,4.177974842962403,27.149999618530277,946720.0,Short,0,2209
FTRE,3.956966246625397,30.209999084472656,1193790.0,Short,0,2209
GEHC,3.7821896898420144,75.58999633789062,2930000.0,Short,0,2209
GFS,3.863340378056598,59.150001525878906,1520510.0,Short,0,2209
GTLB,4.239874074336247,47.400001525878906,1175750.0,Short,0,2209
HCP,4.254186520400399,29.950000762939453,1562920.0,Short,0,2209
INFA,4.667803802317031,21.75,589930.0,Short,0,2209
IOT,3.8956498444674974,25.290000915527344,2335820.0,Short,0,2209
KNF,4.943485510239518,47.54999923706055,409600.0,Short,0,2209
KVUE,3.414372526436681,23.540000915527344,14846390.0,Short,0,2209
MBLY,3.902421634746623,38.810001373291016,3095150.0,Short,0,2209
MSGE,3.8983257030905287,33.720001220703125,255880.0,Short,0,2209
NXT,4.298302633517078,40.7400016784668,1887250.0,Short,0,2209
ODD,5.99438297184715,52.38999938964844,597090.0,Short,0,2209
PHIN,4.295354610573646,28.51000022888184,972920.0,Short,0,2209
RIVN,3.8278200192246423,24.280000686645508,46505550.4,Short,0,2209
RXO,3.5329739846199173,20.11000061035156,783170.0,Short,0,2209
SDRL,4.653167747145679,46.310001373291016,803360.0,Short,0,2209
SKWD,3.9081293779282027,23.899999618530277,231190.0,Short,0,2209
