Security,Clustering_Period_Return,Start_Price_Clustering,End_Price_Clustering,Post_Clustering_Return,Start_Price_Avg,End_Price_Avg,Clustering_Quartile
AAL,-36.247981389740644,41.50299987792969,26.459000205993654,-28.15840028491575,29.19200019836426,20.97199993133545,Q2_Below_Avg
AAMAF,-87.51465998464887,9.37899990081787,1.171000027656555,-70.30901314426188,1.1649999976158143,0.3458999961614609,Q1_Worst
AAME,-33.94351489739547,3.8239999771118165,2.525999975204468,80.30954255193019,2.3259999990463256,4.19399995803833,Q2_Below_Avg
AAMTF,149.4096798058421,0.08469999916851513,0.2112499967217445,28.86363608654866,0.2199999988079071,0.2834999978542328,Q4_Best
AAOI,-34.144551888478944,15.676000022888184,10.323500061035157,-32.34013832585939,10.33700008392334,6.99399995803833,Q2_Below_Avg
AAON,128.68463458973568,13.207999992370606,30.204666519165038,40.51058396036584,31.937333488464358,44.87533378601074,Q4_Best
AAP,8.759548780528302,146.09200134277344,158.88900146484374,28.648819920001245,165.0259994506836,212.3040008544922,Q3_Above_Avg
AAPI,-23.913043478260864,2.3,1.75,-36.17021211837416,2.3499999761581423,1.5,Q2_Below_Avg
AAPJ,682.8829048941838,0.005549999885260999,0.04345000032335517,67.98275522141128,0.032469999603927,0.054543999955058,Q4_Best
AAPL,110.61979696548354,26.96849994659424,56.80099983215332,135.91643956855697,60.30524978637696,142.2699981689453,Q4_Best
AAPT,-85.89743587112577,0.0007799999788403001,0.00010999999722115876,23414.286277654373,0.0001049999973474,0.0246899999678134,Q1_Worst
AASP,-60.00000031233874,1.1450000047683715,0.45799999833106997,34.504131106769826,0.4840000033378601,0.6509999990463257,Q2_Below_Avg
AAT,21.9843995443963,38.07700042724609,46.44800033569336,-19.99578974313443,47.51499977111816,38.01400032043457,Q3_Above_Avg
AATC,81.00558944103666,2.5059999942779543,4.536000061035156,55.40712555475163,4.716000032424927,7.329000091552734,Q4_Best
AATGF,-44.700460212421916,0.21699999272823328,0.11999999731779092,256.60000445793105,0.1199999973177909,0.4279199957847595,Q2_Below_Avg
AATRL,-20.574949700305176,60.665999221801755,48.184000396728514,18.100041118321617,48.58000030517578,57.37300033569336,Q2_Below_Avg
AATV,-57.40000009536743,1.0,0.4259999990463257,39.450982775426056,0.5099999904632568,0.7111999988555908,Q2_Below_Avg
AAUAF,-39.93055468962677,1.1519999861717225,0.69200000166893,-40.24577741384662,0.6510000109672547,0.3889999955892563,Q2_Below_Avg
AAUKF,7.017463098354042,21.47499942779541,22.981999588012695,41.55494750672908,25.28700008392334,35.79499969482422,Q3_Above_Avg
AAVVF,-65.91542785576766,4.303999996185302,1.4669999837875367,219.7837088510599,1.572000014781952,5.026999950408936,Q1_Worst
AB,9.214795311357456,26.197000122070314,28.611000061035156,76.90983368915883,28.45799999237061,50.34500045776368,Q3_Above_Avg
ABBB,86.20689655172413,7.25,13.5,-12.155554029676647,13.5,11.859000205993652,Q4_Best
ABBNY,-15.893676485456124,21.820000076293944,18.351999855041505,66.17969426540652,20.0560001373291,33.32899971008301,Q2_Below_Avg
ABBV,19.09972552738374,61.87000007629395,73.6870002746582,41.72991788990662,76.94000091552735,109.04700012207032,Q3_Above_Avg
ABBY,-99.36117169206315,0.705979996919632,0.0045100000686942995,-97.64150952785808,0.0042400000616907,9.999999747378752e-05,Q1_Worst
ABCB,59.97404446525509,24.659000205993653,39.44799995422363,23.93284896799408,42.59000015258789,52.7830005645752,Q4_Best
ABCCF,0.0,8.138850212097168,8.138850212097168,0.0,8.138850212097168,8.138850212097168,Q3_Above_Avg
ABCE,-99.99309183966155,19993.199609375,1.3811622858047485,-97.762468290065,1.2232228994369507,0.027370000258088,Q1_Worst
ABCFF,-83.33333333333334,0.2399999946355819,0.03999999910593031,95.45454976479871,0.0439999997615813,0.0860000014305114,Q1_Worst
ABCP,-73.57027524288459,1.2380000114440919,0.3271999955177307,10.397668568916,0.2740999907255173,0.302599999308586,Q1_Worst
ABCZF,124.34917219731823,6.123000144958496,13.736900138854981,36.88770227924779,14.657999992370604,20.06499938964844,Q4_Best
ABEO,-77.19209325899645,246.625,56.25,-55.80808080808081,59.4,26.25,Q1_Worst
ABEPF,-35.44600733689835,0.0425999984145164,0.02749999985098834,157.16879638119045,0.0330599986016749,0.0850200004875659,Q2_Below_Avg
ABEV,-29.04776729506773,6.448000049591064,4.575,-38.929439501382525,4.520999956130981,2.7610000133514405,Q2_Below_Avg
ABG,39.566106393185734,70.01699981689453,97.72000045776367,96.91249410152818,102.18600006103516,201.21700134277344,Q3_Above_Avg
ABGOF,-99.48946134516726,4.269999933242798,0.0218000002205371,577.7523102353399,0.0218000002205371,0.1477500051259994,Q1_Worst
ABGSF,-47.826089049042345,0.8050000071525574,0.41999998688697804,110.26191062269052,0.419999986886978,0.8830999970436096,Q2_Below_Avg
ABILF,-99.49228071145205,96.9000015258789,0.49197999835014344,-92.08095375146904,0.4967769980430603,0.0393400002270936,Q1_Worst
ABLT,11.646186502355796,445.93999633789065,497.875,-62.37915090374106,475.8,179.0,Q3_Above_Avg
ABLZF,-15.188928148035327,21.54199924468994,18.270000457763672,70.59449259938492,19.747999954223637,33.68900032043457,Q2_Below_Avg
ABM,28.403495530601948,27.222000122070312,34.95399971008301,23.32708931919681,37.35999984741211,46.07500038146973,Q3_Above_Avg
ABMBF,9.090909398784294,0.05499999895691865,0.05999999903142443,24.193548542155774,0.0619999989867209,0.0769999988377093,Q3_Above_Avg
ABMC,-37.91666565255987,0.11999999880790706,0.07450000047683711,-36.01819777855874,0.0747400015592574,0.0478199999779462,Q2_Below_Avg
ABMT,-53.74418629473,0.4300000071525574,0.19890000224113463,63.016390727496095,0.0610000006854534,0.099439999461174,Q2_Below_Avg
ABNAF,-57.57747696153874,2.255995035171509,0.9570500135421753,-41.14309474352594,0.6979300081729889,0.4107800036668777,Q2_Below_Avg
ABPR,44.897948165187415,0.0004900000203633399,0.00070999997551548,-65.79804715200382,0.0006140000186859,0.0002099999968776,Q3_Above_Avg
ABR,96.30907864823298,6.665000009536743,13.08400011062622,39.69636023244955,13.436999988555907,18.770999908447266,Q4_Best
ABSSF,-33.88655423399035,8.79700002670288,5.815999841690063,409.0207113694114,5.697999954223633,29.00399990081787,Q2_Below_Avg
ABT,85.8184053889461,43.218000411987305,80.30699920654297,43.77997069302605,81.95299987792968,117.83199920654296,Q4_Best
ABTI,-59.33333237965902,3.0,1.2200000286102295,53.22834330517452,1.2700000286102295,1.9460000038146967,Q2_Below_Avg
ABTS,-96.75467812452193,58.25,1.890399992465973,298.9682398611867,1.8414999723434449,7.347000026702881,Q1_Worst
ABTZY,-12.736238134904546,12.170000076293944,10.619999885559082,-2.4469713875526176,10.748000144958494,10.484999656677246,Q2_Below_Avg
ABUS,-93.56732161907965,16.696000194549562,1.0739999949932098,366.66667194725534,0.902999997138977,4.214000034332275,Q1_Worst
ABVC,-96.99781113296044,2292.99365234375,68.84000015258789,-61.20574482957541,59.88000030517578,23.23000011444092,Q1_Worst
ABZPY,-12.353919856327925,17.969999313354492,15.75,-19.714282807849703,15.75,12.645000457763672,Q2_Below_Avg
ACAD,40.3014203670711,27.66900005340576,38.820000076293944,-58.91534614376225,41.45100059509277,17.030000114440917,Q3_Above_Avg
ACAI,563.1343322901376,0.06699999943375581,0.44429999887943267,-43.84422154183609,0.4178999990224838,0.2346749976277351,Q4_Best
ACAN,-37.184873122497514,1.1899999976158142,0.7475000083446502,20.04095874925251,0.683600002527237,0.8205999970436096,Q2_Below_Avg
ACAZF,-2.9560476323783282,12.855000019073486,12.475000095367431,14.925375391577123,12.863999843597412,14.78400011062622,Q3_Above_Avg
ACB,344.6154009533389,109.19999694824222,485.52000427246094,-84.15583524248392,443.1599975585938,70.21500015258789,Q4_Best
ACCFF,-20.846406635888474,8.128499984741211,6.433999824523926,9.351499961614977,6.409999847412109,7.009430980682373,Q2_Below_Avg
ACCO,17.875109473353334,8.150999927520752,9.608000087738038,-10.621343248442306,9.914000034332275,8.861000061035156,Q3_Above_Avg
ACCR,80.00000072759127,9.999999747378752e-05,0.00017999999618040878,203.2567124395527,0.0052199999103322,0.0158300001174211,Q4_Best
ACCYY,-1.055439108163753,8.242999982833862,8.156000137329102,-13.377221446221336,8.507000160217284,7.368999910354614,Q3_Above_Avg
ACDSF,29.53514472974045,1.7640000104904174,2.284999966621399,-3.5186761293366224,2.3019999504089355,2.221000027656556,Q3_Above_Avg
ACEHF,71.42856686699146,0.0700000002980232,0.11999999731779092,-41.66666511446233,0.1199999973177909,0.0700000002980232,Q4_Best
ACEYY,-26.249998807907104,4.0,2.950000047683716,217.96610043467345,2.950000047683716,9.380000114440918,Q2_Below_Avg
ACFN,-77.669903409331,1.1329999923706056,0.25299999266862866,136.882127748005,0.263000002503395,0.6230000019073486,Q1_Worst
ACGBF,-16.268981388733813,0.46099999248981477,0.38599998950958253,-16.86746609852956,0.4149999976158142,0.3450000137090682,Q2_Below_Avg
ACGBY,-14.432990798784296,11.446000099182129,9.79399995803833,-16.64213434389809,10.190999984741213,8.495000076293945,Q2_Below_Avg
ACGI,-45.555552357727606,0.0008999999845399999,0.0004900000203633399,-79.16666792985238,0.0004800000169779,9.999999747378752e-05,Q2_Below_Avg
ACGL,119.12610068386597,18.850333213806152,41.3060001373291,-5.568791533132823,41.552999877929686,39.238999938964845,Q4_Best
ACGX,-93.22982797140558,7.559999895095825,0.5118249982595444,-26.272759480365654,0.4404599994421005,0.3247390031814575,Q1_Worst
ACGYF,-10.746161294860256,11.203999900817871,10.0,-21.999998092651367,10.0,7.800000190734863,Q3_Above_Avg
ACHC,-49.58939766473742,58.329000091552736,29.404000282287598,103.62710803183452,30.851000022888183,62.82099914550781,Q2_Below_Avg
ACHFF,400.3401337029497,0.1469999998807907,0.7354999959468842,94.66143945996434,0.7399000108242035,1.4403000116348266,Q4_Best
ACHV,-99.35805067826522,4941.2,31.719999885559083,-70.32786854276902,29.27999973297119,8.688000011444093,Q1_Worst
ACIC,-28.620836118562348,18.793999862670898,13.414999961853027,-69.1823898666748,12.561000061035156,3.8710000276565553,Q2_Below_Avg
ACITF,-69.04761921656646,0.209999993443489,0.0649999976158142,38.461549042244926,0.0649999976158142,0.0900000035762786,Q1_Worst
ACIW,61.153558484402936,18.846000289916994,30.37100009918213,-1.5388059045578066,31.25799980163574,30.776999855041502,Q4_Best
ACJJF,18.616138478534435,3.0350000858306885,3.5999999046325684,0.0,3.5999999046325684,3.5999999046325684,Q3_Above_Avg
ACKAY,-44.064551655308776,28.750999450683594,16.08200044631958,18.49368138805145,15.508000087738036,18.376000213623048,Q2_Below_Avg
ACKDF,109.83050702255852,2.950000047683716,6.190000057220459,-8.18457433686288,5.937999868392945,5.451999855041504,Q4_Best
ACKRF,70.4545425201098,0.04400000032037491,0.0749999992549419,110.29412098241824,0.0679999999701976,0.1430000022053718,Q4_Best
ACLLF,-10.431671945539614,41.09599990844727,36.80900001525879,-10.397172838744323,36.23099937438965,32.46399974822998,Q3_Above_Avg
ACLS,98.80454668869916,8.616000175476074,17.129000091552733,150.2550516362457,18.81999969482422,47.09799995422363,Q4_Best
ACLTF,-25.6579285387488,42.09769821166992,31.296300888061523,11.660159279387992,31.296300888061523,34.945499420166016,Q2_Below_Avg
ACM,14.114885001693672,32.36299991607666,36.9310001373291,58.132921217725496,40.79100036621094,64.50400047302246,Q3_Above_Avg
ACMT,38.86222161187065,22.5,31.243999862670897,15.53273484046522,31.15999984741211,36.0,Q3_Above_Avg
ACMTA,63.93442622950819,21.35,35.0,6.068397109393307,31.112000274658204,33.0,Q4_Best
ACN,129.01861183756742,81.11000137329101,185.75699920654296,75.62393036739982,184.95600128173828,324.8269989013672,Q4_Best
ACNB,73.5923423467402,19.536000061035157,33.91300010681152,-17.463842354350234,34.225,28.247999954223637,Q4_Best
ACNDF,74.60317190001606,0.629999989271164,1.0999999642372131,-10.75455367089766,1.1529999732971192,1.0289999723434449,Q4_Best
ACNE,-78.02222234915817,0.0450000017881393,0.0098900003358721,73.3333407839149,0.0149999996647237,0.0260000005364417,Q1_Worst
ACNFF,29.810809171953558,16.63960075378418,21.600000381469727,2.6745354215386103,21.600000381469727,22.17770004272461,Q3_Above_Avg
ACNI,32.69999365536218,0.0020000000949949,0.0026539999991654697,-50.98038935949404,0.0020399999804794,0.0010000000474973,Q3_Above_Avg
ACNT,-7.556941513305175,16.02499990463257,14.814000034332276,-29.019838821697675,15.324000072479247,10.876999950408935,Q3_Above_Avg
ACOPF,1617.5833966787923,0.47999998927116383,8.244400119781494,-46.844514890912,8.344200038909912,4.435400009155273,Q4_Best
ACPS,-87.5,500.0,62.5,0.0,62.5,62.5,Q1_Worst
ACR,-45.71208413035671,62.26800117492676,33.80400009155274,-53.47481969663208,34.49099998474121,16.04699993133545,Q2_Below_Avg
ACRB,-91.18811856880275,0.0201999992132186,0.0017799999797716002,-90.01663871272181,0.006010000151582,0.0006000000284983,Q1_Worst
ACRE,25.979414930466362,12.048000049591064,15.17799997329712,-0.4095690820546743,15.381999969482422,15.319000053405762,Q3_Above_Avg
ACRFF,2.313062476508764,40.119998931884766,41.04799957275391,-17.037744636587572,41.99500122070312,34.84000015258789,Q3_Above_Avg
ACRG,-96.1038961038961,77.0,3.0,63.69230838922353,2.6,4.256000018119812,Q1_Worst
ACRXF,0.0,15.300000190734863,15.300000190734863,0.0,15.300000190734863,15.300000190734863,Q3_Above_Avg
ACSAF,-9.222483414330874,42.70000076293945,38.762000274658206,-33.459415028435714,40.18600044250488,26.739999771118164,Q3_Above_Avg
ACST,-61.37330742946479,248.16000061035157,95.85600051879882,-87.75303610059552,94.847998046875,11.616000080108645,Q2_Below_Avg
ACSYF,395.65215870202866,0.23000000417232508,1.1399999856948853,101.75438431381409,1.1399999856948853,2.299999952316284,Q4_Best
ACTG,-85.28743496714797,17.604000091552734,2.589999961853027,146.56750721066163,2.6220000267028807,6.465000104904175,Q1_Worst
ACTL,-99.99761848055667,4.198999834060669,9.999999747378752e-05,19.999999999985,9.999999747378752e-05,0.0001199999969685,Q1_Worst
ACTX,-99.10391210353323,1542.8639099121094,13.825416755676269,-90.77499036555932,10.87261734008789,1.0029999971389771,Q1_Worst
ACU,15.41563482884344,17.358999824523927,20.03499984741211,62.139677568374985,20.432999992370604,33.130000305175784,Q3_Above_Avg
ACUR,-88.65526710795845,3.0001500129699705,0.3403590053319931,58.09035875577639,0.3320000022649765,0.5248599946498871,Q1_Worst
ACUS,-71.46380604211376,0.1500200048089027,0.04280999954789873,-45.72296789857586,0.0460599988698959,0.0250000003725289,Q1_Worst
ACXIF,51.79348790135576,67.52200088500976,102.49400024414062,66.84406592824065,101.65300216674804,169.602001953125,Q4_Best
ADBE,292.7657598084283,69.80700073242187,274.17799682617186,115.08288345205672,268.0190032958984,576.4630004882813,Q4_Best
ADC,144.60743862833007,30.402999877929688,74.36799926757813,-12.579484846674143,76.90300064086914,67.22899932861328,Q4_Best
ADD,-44.82409596816625,158.04000091552734,87.19999923706055,-78.10004223987511,95.15999984741212,20.839999771118165,Q2_Below_Avg
ADDDF,320.0332198333974,72.25500030517578,303.49500427246096,0.4303125372071297,310.7049987792969,312.04200134277346,Q4_Best
ADDYY,318.7180505275222,36.19500045776367,151.55500030517578,0.5257659077896285,155.01299743652345,155.8280029296875,Q4_Best
ADEA,-31.04915066617086,12.660816383361816,8.729740428924561,-9.647000192798224,8.979856300354005,8.11356954574585,Q2_Below_Avg
ADERY,-26.778462013279047,115.69000244140622,84.70999908447266,19.230316481626904,84.70999908447266,101.0,Q2_Below_Avg
ADFJF,-49.19786172959165,1.870000004768372,0.949999988079071,40.00000627417321,0.949999988079071,1.3300000429153442,Q2_Below_Avg
ADFS,18.221475507472146,0.03278000019490716,0.038752999901771494,-94.31792680403164,0.0445260006934404,0.0025299999506386,Q3_Above_Avg
ADGO,-96.35276691050755,0.10120000317692752,0.00369100000243631,-95.28301905571612,0.0021200000308453,9.999999747378752e-05,Q1_Worst
ADHC,-50.260415315056626,0.00767999999225136,0.0038200000999495097,27.393878815765248,0.0040520000271498,0.005162000004202,Q2_Below_Avg
ADHI,880.2000046317792,0.0299999993294477,0.2940599948167801,2.989306002404467,0.3740000009536743,0.3851800054311752,Q4_Best
ADHLF,-22.499997206032283,0.03999999910593031,0.03100000042468305,-62.96296475151128,0.0270000007003545,0.0099999997764825,Q2_Below_Avg
ADI,125.30582604645515,48.720000457763675,109.76899948120118,54.89389155568286,108.66600036621094,168.3169967651367,Q4_Best
ADIA,8.737865657819476,0.010299999825656339,0.01119999997317783,-82.90598217461334,0.0117000000551342,0.0020000000949949,Q3_Above_Avg
ADLI,5.5762054981567495,0.0026900000637396495,0.00283999999519432,-96.15384626147858,0.002600000007078,9.999999747378752e-05,Q3_Above_Avg
ADLRF,-49.975354683042525,28.766580200195314,14.390379714965821,-38.49489261397176,14.87639093399048,9.149740219116213,Q2_Below_Avg
ADM,-16.730563824608925,47.73300018310547,39.74700012207031,51.7545150609848,40.52399978637696,61.49699935913086,Q2_Below_Avg
ADMA,-65.97586330068023,12.014999961853027,4.088000011444092,-75.19828529360014,4.665000057220459,1.1570000052452087,Q1_Worst
ADMG,-98.7960257457297,1.7110000133514405,0.020599999651312782,450.4761994304037,0.0209999997168779,0.115600000321865,Q1_Worst
ADMT,79.24528036647193,0.10600000023841853,0.1899999976158142,-39.24731197870873,0.1859999984502792,0.1129999987781047,Q4_Best
ADOOY,-3.1046594112084205,3.993999981880188,3.869999885559082,49.77745004458498,4.043999862670899,6.05699987411499,Q3_Above_Avg
ADP,96.51289143701864,81.06999969482422,159.31300048828126,24.65031855413659,162.28999938964844,202.2950012207031,Q4_Best
ADPXF,0.0,4.570000171661377,4.570000171661377,0.0,4.570000171661377,4.570000171661377,Q3_Above_Avg
ADPXY,30.32454943539213,9.89990005493164,12.902000141143798,58.70896696545695,11.835500144958496,18.78400001525879,Q3_Above_Avg
ADRGF,1240.0000235935079,0.0299999993294477,0.40199999809265136,92.99516650483883,0.3726000010967255,0.7190999925136566,Q4_Best
ADRNY,39.90672016432157,17.73538818359375,24.81299991607666,32.615479776712,25.307000160217285,33.56099967956543,Q3_Above_Avg
ADRZF,-29.22994628808262,52.28200073242188,37.0,10.169493560596928,41.29999923706055,45.5,Q2_Below_Avg
ADRZY,-34.47321286326158,11.199999809265137,7.339000034332275,31.55465649637022,8.21400032043457,10.805899906158448,Q2_Below_Avg
ADSK,155.2871990318585,57.4689998626709,146.71100006103515,96.85441811739987,143.63000030517577,282.74200134277345,Q4_Best
ADST,-97.50000018189893,0.0040000001899898,9.999999747378752e-05,0.0,9.999999747378752e-05,9.999999747378752e-05,Q1_Worst
ADSV,182.66664804023807,0.00030000001424919994,0.00084799998439845,322.4952670102398,0.0010580000060144,0.004469999950379,Q4_Best
ADTN,-50.00237298182467,21.06699981689453,10.532999992370605,98.77417327029602,9.463000106811524,18.81000022888184,Q2_Below_Avg
ADTR,-87.70588201005982,0.1699999943375587,0.0208999998867511,25.00000277179358,0.0167999994009732,0.0209999997168779,Q1_Worst
ADTTF,140.99098270894012,2.775000095367432,6.6875,218.20561774423192,6.6875,21.280000686645508,Q4_Best
ADUS,313.66335353289804,19.53400001525879,80.80499954223633,-7.219269607792059,84.78700103759766,78.66599884033204,Q4_Best
ADVM,-84.22437551566213,347.7199951171875,54.85500068664551,-69.04291317985887,70.83999938964844,21.93000011444092,Q1_Worst
ADVOF,109.23077509953426,3.25,6.800000190734863,107.67999246271329,6.875000190734864,14.277999877929688,Q4_Best
ADVT,-73.43234282285208,0.0060599999967962,0.00161000002408399,-87.34177191581878,0.0015800000168383,0.0002000000058614,Q1_Worst
ADWPF,140.1622223317272,4.4386663913726805,10.65999984741211,-36.44465244564683,10.65999984741211,6.774999952316284,Q4_Best
ADXDF,-92.15524303880795,0.0205869991332292,0.0016150000476045448,267.7999821884553,0.0020000000949949,0.0073559999931603,Q1_Worst
ADXRF,-67.39130619638692,0.0920000031590461,0.0299999993294477,66.666672875484,0.0299999993294477,0.0500000007450579,Q1_Worst
ADYX,-99.5229341736334,277.73944702148435,1.324999988079071,-98.37586148194202,1.3422500133514403,0.021799999475479,Q1_Worst
AE,-29.672103526135725,42.727000045776364,30.049000358581544,4.839615331680468,30.271000099182128,31.73600006103516,Q2_Below_Avg
AEBZY,-67.68707586430382,2.352000045776367,0.7599999904632568,-27.85714353833879,0.7,0.5049999952316284,Q1_Worst
AECLY,0.0,8.0,8.0,0.0,8.0,8.0,Q3_Above_Avg
AECX,100.0,0.0700000002980232,0.1400000005960464,3540.0000042574766,0.1400000005960464,5.096000027656555,Q4_Best
AEE,84.12694577912842,42.380000305175784,78.03300018310547,6.998469844392392,76.53100051879883,81.88699951171876,Q4_Best
AEG,-49.5535721518775,8.064000034332276,4.067999958992004,16.613345571572644,4.375999975204468,5.102999973297119,Q2_Below_Avg
AEGXF,5.482661241716729,12.804000091552734,13.50600004196167,13.542737970348004,13.59399995803833,15.434999752044678,Q3_Above_Avg
AEGY,-33.33333333331666,0.00014999999621064376,9.999999747378752e-05,0.0,9.999999747378752e-05,9.999999747378752e-05,Q2_Below_Avg
AEHL,-89.24157306942601,213.6,22.979999923706053,22.759856405701807,22.31999988555908,27.399999809265136,Q1_Worst
AEHR,-33.718245051665015,2.5979999780654905,1.7219999790191651,719.1143543581413,1.783999991416931,14.613000011444091,Q2_Below_Avg
AEIS,177.31288879758372,19.6939998626709,54.613999938964845,57.12450668717198,56.04599952697754,88.0620002746582,Q4_Best
AEM,113.9686575933607,25.142000007629395,53.795999908447264,-6.178163782564608,55.42100028991699,51.99700012207031,Q4_Best
AEMD,-97.73451327433628,1695.0,38.4,-15.254620124403482,44.38000030517578,37.60999984741211,Q1_Worst
AEMMF,7.503269318031211,1.8339999914169312,1.9716099500656128,-46.74403259725173,1.9716099500656128,1.0499999523162842,Q3_Above_Avg
AEMMY,51.478261532990835,5.75,8.710000038146973,23.93800262933809,8.710000038146973,10.795000076293944,Q4_Best
AEO,14.160784852017386,13.035999965667724,14.88199987411499,62.5829879877714,15.966000080108644,25.95799999237061,Q3_Above_Avg
AEOXF,62.22222222222222,112.5,182.5,-26.95013594953981,182.5,133.31600189208984,Q4_Best
AEP,60.08663483422508,57.94300003051758,92.75899887084961,-12.104278559261516,93.942000579834,82.57099914550781,Q4_Best
AEPLF,-49.3775949537096,12.050000190734863,6.099999904632568,14.754100154721936,6.099999904632568,7.0,Q2_Below_Avg
AEPT,-99.9367037040216,540.0,0.34179999828338625,-61.50582708693908,0.428999999165535,0.165140001475811,Q1_Worst
AER,23.04506781016272,43.22399978637695,53.18499984741211,4.213541826045546,57.24400024414062,59.6560001373291,Q3_Above_Avg
AERGP,0.0,3.7936298847198486,3.7936298847198486,0.0,3.7936298847198486,3.7936298847198486,Q3_Above_Avg
AERN,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,9.999999747378752e-05,9.999999747378752e-05,Q3_Above_Avg
AERS,-76.74609575525312,0.012169999722391332,0.00283000008203084,234.1389723761457,0.0033100000116973,0.0110600000247358,Q1_Worst
AES,15.855263526181366,13.680000019073486,15.849000072479248,39.53405152011876,16.696999549865723,23.297999954223634,Q3_Above_Avg
AESO,0.0,9.999999747378752e-05,9.999999747378752e-05,1450.0000836734955,9.999999747378752e-05,0.0015500000445172,Q3_Above_Avg
AETUF,-82.06954650557331,23.725,4.254000091552735,120.53966009019976,4.299000024795532,9.48100004196167,Q1_Worst
AEXAF,2.628650941265371,68.4000015258789,70.19799880981445,-27.115151337456705,72.80800018310546,53.06600074768066,Q3_Above_Avg
AEXE,-99.999896002602,100.00250015258788,0.00010399999810032878,-25.925926524756854,0.0001349999976809,9.999999747378752e-05,Q1_Worst
AEXFF,-62.26415134125575,0.05299999937415121,0.0199999995529651,-19.99999441206428,0.0199999995529651,0.0160000007599592,Q2_Below_Avg
AEYE,-77.87326122914806,16.175,3.5789999961853027,247.4744296264232,3.127999997138977,10.869000148773193,Q1_Worst
AEYGQ,-20.91614294111038,24.328100204467773,19.239599990844727,13.478195913575195,20.691199684143065,23.48000011444092,Q2_Below_Avg
AFCL,-90.0,9.999999747378752e-05,9.999999747378752e-06,900.0,9.999999747378752e-06,9.999999747378752e-05,Q1_Worst
AFDG,149.99998253769832,0.0020000000949949,0.0049999998882412,2389.9999757856576,0.0049999998882412,0.1244999960064887,Q4_Best
AFFL,-50.0,9.999999747378752e-05,4.999999873689376e-05,1900.0001455190527,4.999999873689376e-05,0.0010000000474973,Q2_Below_Avg
AFFN,-90.0,9.999999747378752e-05,9.999999747378752e-06,99900.0002910375,9.999999747378752e-06,0.0099999997764825,Q1_Worst
AFFY,-81.97124821250448,0.10156000033020969,0.018310000374913142,-69.35672578695906,0.0171000003814696,0.0052400000073248,Q1_Worst
AFG,71.4554982648489,59.945000076293944,102.77899856567383,26.320020933723463,103.19900131225586,130.36100006103516,Q4_Best
AFGVF,55.25423219237518,2.950000047683716,4.579999923706055,0.0,4.579999923706055,4.579999923706055,Q4_Best
AFGVY,52.5328373511114,5.329999923706055,8.130000114440918,10.98155021458844,8.130000114440918,9.022800159454343,Q4_Best
AFGYF,0.0,0.3300000131130218,0.3300000131130218,105.33332406150012,0.3300000131130218,0.6775999963283539,Q3_Above_Avg
AFL,73.75710004738205,29.74900016784668,51.69099998474121,0.6657596202780333,52.87200012207031,53.22400054931641,Q4_Best
AFLYY,25.62281871978979,8.589999961853028,10.791000080108642,-56.40649363436812,11.582000160217286,5.048999977111817,Q3_Above_Avg
